Row,bijection_flag,feasible,infeasibility_flag,error_message
Rachycentron_canadum,6a,0,,
Raja_asterias,6a,0,,
Raja_microocellata,6a,0,,
Raja_miraletus,error,0,,"Integration interval contains NaN."
Raja_montagui,6,0,,
Raja_polystigma,error,0,,"Integration interval contains NaN."
Raja_radula,error,0,,"Integration interval contains NaN."
Raja_texana,6a,0,,
Raja_undulata,error,0,,"Integration interval contains NaN."
Rallus_elegans,error,0,,"FZERO cannot continue because supplied function_handle ==> fnget_kap failed with the error below.   Integration interval contains NaN."
Rallus_limicola,error,0,,"FZERO cannot continue because supplied function_handle ==> fnget_kap failed with the error below.   Integration interval contains NaN."
Ramazzottius_oberhaeuseri,error,0,,"FZERO cannot continue because supplied function_handle ==> fnget_kap failed with the error below.   Index in position 1 exceeds array bounds. Index must not exceed 1."
Ramphastos_dicolorus,error,0,,"FZERO cannot continue because supplied function_handle ==> fnget_kap failed with the error below.   Integration interval contains NaN."
Ramphastos_sulfuratus,error,0,,"FZERO cannot continue because supplied function_handle ==> fnget_kap failed with the error below.   Integration interval contains NaN."
Ramphastos_toco,error,0,,"FZERO cannot continue because supplied function_handle ==> fnget_kap failed with the error below.   Integration interval contains NaN."
Ramsayornis_modestus,error,0,,"FZERO cannot continue because supplied function_handle ==> fnget_kap failed with the error below.   Integration interval contains NaN."
Rana_chensinensis,error,0,,"Index in position 1 exceeds array bounds. Index must not exceed 1."
Rana_iberica,6,0,,
Rana_latastei,error,0,,"FZERO cannot continue because supplied function_handle ==> fnget_kap failed with the error below.   Index in position 1 exceeds array bounds. Index must not exceed 2."
Rana_macrocnemis,error,0,,"Matrix dimensions must agree."
Rana_muscosa,error,0,,"FZERO cannot continue because supplied function_handle ==> fnget_kap failed with the error below.   Matrix dimensions must agree."
Ranodon_sibiricus,error,0,,"FZERO cannot continue because supplied function_handle ==> fnget_kap failed with the error below.   Matrix dimensions must agree."
Rastrelliger_brachysoma,6a,0,,
Rastrelliger_faughni,6a,0,,
Rastrelliger_kanagurta,6a,0,,
Rastrineobola_argentea,6a,0,,
Ratabulus_diversidens,6a,0,,
Rattus_norvegicus,error,0,,"FZERO cannot continue because supplied function_handle ==> fnget_kap failed with the error below.   Integration interval contains NaN."
Rattus_norvegicus_Wistar,error,0,,"FZERO cannot continue because supplied function_handle ==> fnget_kap failed with the error below.   Integration interval contains NaN."
Recurvirostra_americana,error,0,,"FZERO cannot continue because supplied function_handle ==> fnget_kap failed with the error below.   Integration interval contains NaN."
Regulus_ignicapillus,error,0,,"FZERO cannot continue because supplied function_handle ==> fnget_kap failed with the error below.   Integration interval contains NaN."
Regulus_regulus,error,0,,"FZERO cannot continue because supplied function_handle ==> fnget_kap failed with the error below.   Integration interval contains NaN."
Remiz_pendulinus,error,0,,"FZERO cannot continue because supplied function_handle ==> fnget_kap failed with the error below.   Integration interval contains NaN."
Rhabdotorrhinus_corrugatus,error,0,,"FZERO cannot continue because supplied function_handle ==> fnget_kap failed with the error below.   Integration interval contains NaN."
Rhabdotorrhinus_exarhatus,error,0,,"FZERO cannot continue because supplied function_handle ==> fnget_kap failed with the error below.   Integration interval contains NaN."
Rhabdotorrhinus_waldeni,error,0,,"FZERO cannot continue because supplied function_handle ==> fnget_kap failed with the error below.   Integration interval contains NaN."
Rhaebo_blombergi,error,0,,"FZERO cannot continue because supplied function_handle ==> fnget_kap failed with the error below.   Integration interval contains NaN."
Rhea_americana,error,0,,"FZERO cannot continue because supplied function_handle ==> fnget_kap failed with the error below.   Integration interval contains NaN."
Rhincodon_typus,error,0,,"FZERO cannot continue because supplied function_handle ==> fnget_kap failed with the error below.   Integration interval contains NaN."
Rhinobatos_productus,8,0,,
Rhinobatos_rhinobatos,8,0,,
Rhinocrypta_lanceolata,error,0,,"FZERO cannot continue because supplied function_handle ==> fnget_kap failed with the error below.   Integration interval contains NaN."
Rhinogobiops_nicholsii,6a,0,,
Rhinogobius_brunneus,6,0,,
Rhinopomastus_cyanomelas,error,0,,"FZERO cannot continue because supplied function_handle ==> fnget_kap failed with the error below.   Integration interval contains NaN."
Rhinoptera_bonasus,6a,0,,
Rhizoprionodon_acutus,0,0,,
Rhizoprionodon_lalandii,6a,0,,
Rhizoprionodon_oligolinx,6a,0,,
Rhizoprionodon_porosus,6a,0,,
Rhizoprionodon_taylori,6a,0,,
Rhodeus_amarus,98,0,,
Rhodeus_ocellatus,6a,0,,
Rhodeus_sericeus,6a,0,,
Rhombosolea_leporina,error,0,,"Initial function value must be finite and real."
Rhombosolea_plebeia,6a,0,,
Rhyacotriton_olympicus,error,0,,"FZERO cannot continue because supplied function_handle ==> fnget_kap failed with the error below.   Matrix dimensions must agree."
Rhyacotriton_variegatus,error,0,,"FZERO cannot continue because supplied function_handle ==> fnget_kap failed with the error below.   Matrix dimensions must agree."
Rhynchocyclus_fulvipectus,error,0,,"FZERO cannot continue because supplied function_handle ==> fnget_kap failed with the error below.   Integration interval contains NaN."
Rhynchophanes_mccownii,error,0,,"FZERO cannot continue because supplied function_handle ==> fnget_kap failed with the error below.   Integration interval contains NaN."
Rhynchotus_rufescens,error,0,,"FZERO cannot continue because supplied function_handle ==> fnget_kap failed with the error below.   Integration interval contains NaN."
Rhynochetos_jubatus,error,0,,"FZERO cannot continue because supplied function_handle ==> fnget_kap failed with the error below.   Integration interval contains NaN."
Rioraja_agassizii,6a,0,,
Riparia_riparia,error,0,,"FZERO cannot continue because supplied function_handle ==> fnget_kap failed with the error below.   Integration interval contains NaN."
Rissa_brevirostris,error,0,,"FZERO cannot continue because supplied function_handle ==> fnget_kap failed with the error below.   Integration interval contains NaN."
Rissa_tridactyla,error,0,,"FZERO cannot continue because supplied function_handle ==> fnget_kap failed with the error below.   Integration interval contains NaN."
Rogadius_asper,6a,0,,
Roncador_stearnsii,6a,0,,
Rostroraja_texana,6a,0,,
Ruditapes_philippinarum,error,0,,"FZERO cannot continue because supplied function_handle ==> fnget_kap failed with the error below.   Index in position 1 exceeds array bounds. Index must not exceed 2."
Sagittarius_serpentarius,error,0,,"FZERO cannot continue because supplied function_handle ==> fnget_kap failed with the error below.   Integration interval contains NaN."
Sakesphorus_canadensis,error,0,,"FZERO cannot continue because supplied function_handle ==> fnget_kap failed with the error below.   Integration interval contains NaN."
Salamandra_lanzai,error,0,,"FZERO cannot continue because supplied function_handle ==> fnget_kap failed with the error below.   Index in position 1 exceeds array bounds. Index must not exceed 2."
Salamandrina_perspicillata,timeout,0,,
Salpa_thompsoni,6a,0,,
Salvator_merianae,error,0,,"FZERO cannot continue because supplied function_handle ==> fnget_kap failed with the error below.   Integration interval contains NaN."
Salvelinus_alpinus,98,0,,
Salvelinus_willoughbii,6a,0,,
Sander_vitreus,6a,0,,
Sarcoramphus_papa,error,0,,"FZERO cannot continue because supplied function_handle ==> fnget_kap failed with the error below.   Integration interval contains NaN."
Sarda_chiliensis,6a,0,,
Sarda_orientalis,6a,0,,
Sarda_sarda,6a,0,,
Sardina_pilchardus,error,0,,"Integration interval contains NaN."
Sardinella_albella,98,0,,
Sardinella_aurita,98,0,,
Sardinella_brasiliensis,98,0,,
Sardinella_fimbriata,6a,0,,
Sardinella_gibbosa,98,0,,
Sardinella_lemuru,6a,0,,
Sardinella_longiceps,98,0,,
Sardinella_maderensis,6a,0,,
Sardinella_melanura,6a,0,,
Sardinella_sindensis,6a,0,,
Sardinella_tawilis,6a,0,,
Sardinella_zunasi,6a,0,,
Sargocentron_diadema,6a,0,,
Sargocentron_microstoma,6a,0,,
Sargocentron_rubrum,6a,0,,
Saucerottia_tobaci,error,0,,"FZERO cannot continue because supplied function_handle ==> fnget_kap failed with the error below.   Integration interval contains NaN."
Sauromalus_ater,6a,0,,
Saxicola_rubetra,error,0,,"FZERO cannot continue because supplied function_handle ==> fnget_kap failed with the error below.   Integration interval contains NaN."
Saxicola_rubicola,error,0,,"FZERO cannot continue because supplied function_handle ==> fnget_kap failed with the error below.   Integration interval contains NaN."
Saxicola_torquatus,error,0,,"FZERO cannot continue because supplied function_handle ==> fnget_kap failed with the error below.   Integration interval contains NaN."
Sayornis_phoebe,error,0,,"FZERO cannot continue because supplied function_handle ==> fnget_kap failed with the error below.   Integration interval contains NaN."
Scaphirhynchus_platorynchus,6,0,,
Scaphirhynchus_suttkusi,6,0,,
Sceloporus_grammicus,6a,0,,
Sceloporus_jarrovii,error,0,,"Initial function value must be finite and real."
Sceloporus_occidentalis,error,0,,"Integration interval contains NaN."
Sceloporus_orcutti,6a,0,,
Sceloporus_spinosus,6a,0,,
Sceloporus_undulatus,error,0,,"Arrays have incompatible sizes for this operation."
Schiffornis_turdina,error,0,,"FZERO cannot continue because supplied function_handle ==> fnget_kap failed with the error below.   Integration interval contains NaN."
Schilbe_intermedius,error,0,,"Unrecognized function or variable 'parsInitFilePath'."
Schilbe_mandibularis,6a,0,,
Schilbe_uranoscopus,6a,0,,
Schmidtea_polychroa,6a,0,,
Scincella_lateralis,6a,0,,
Scoliodon_laticaudus,6a,0,,
Scolopax_minor,error,0,,"FZERO cannot continue because supplied function_handle ==> fnget_kap failed with the error below.   Integration interval contains NaN."
Scomber_colias,6a,0,,
Scomber_japonicus,6a,0,,
Scomber_scombrus,5,0,,
Scomberesox_saurus,6a,0,,
Scomberomorus_maculatus,6a,0,,
Scomberomorus_munroi,6a,0,,
Scomberomorus_niphonius,6a,0,,
Scomberomorus_queenslandicus,6a,0,,
Scophthalmus_maximus,5,0,,
Scophthalmus_rhombus,error,0,,"Initial function value must be finite and real."
Scopus_umbretta,error,0,,"FZERO cannot continue because supplied function_handle ==> fnget_kap failed with the error below.   Integration interval contains NaN."
Scorpaena_elongata,6a,0,,
Scorpaena_guttata,6a,0,,
Scorpaena_maderensis,6a,0,,
Scorpaena_notata,6a,0,,
Scorpaena_porcus,6a,0,,
Scorpaena_scrofa,6a,0,,
Scyliorhinus_canicula,error,0,,"Matrix dimensions must agree."
Scyliorhinus_retifer,error,0,,"Integration interval contains NaN."
Scytalopus_latrans,error,0,,"FZERO cannot continue because supplied function_handle ==> fnget_kap failed with the error below.   Integration interval contains NaN."
Scytalopus_parvirostris,error,0,,"FZERO cannot continue because supplied function_handle ==> fnget_kap failed with the error below.   Integration interval contains NaN."
Secutor_insidiator,6a,0,,
Seiurus_aurocapilla,error,0,,"FZERO cannot continue because supplied function_handle ==> fnget_kap failed with the error below.   Integration interval contains NaN."
Selar_crumenophthalmus,6a,0,,
Selaroides_leptolepis,6a,0,,
Selenidera_piperivora,error,0,,"FZERO cannot continue because supplied function_handle ==> fnget_kap failed with the error below.   Integration interval contains NaN."
Semaprochilodus_insignis,6a,0,,
Semaprochilodus_taeniurus,6a,0,,
Semicossyphus_pulcher,timeout,0,,
Sepia_officinalis,4,0,,
Sepiella_inermis,4,0,,
Sepietta_obscura,4,0,,
Septifer_virgatus,error,0,,"FZERO cannot continue because supplied function_handle ==> fnget_kap failed with the error below.   Matrix dimensions must agree."
Serinus_canaria,error,0,,"FZERO cannot continue because supplied function_handle ==> fnget_kap failed with the error below.   Integration interval contains NaN."
Setipinna_phasa,6a,0,,
Setipinna_taty,6a,0,,
Setonix_brachyurus,error,0,,"FZERO cannot continue because supplied function_handle ==> fnget_kap failed with the error below.   Integration interval contains NaN."
Setopagis_parvula,error,0,,"FZERO cannot continue because supplied function_handle ==> fnget_kap failed with the error below.   Integration interval contains NaN."
Setophaga_aestiva,error,0,,"FZERO cannot continue because supplied function_handle ==> fnget_kap failed with the error below.   Integration interval contains NaN."
Setophaga_caerulescens,error,0,,"FZERO cannot continue because supplied function_handle ==> fnget_kap failed with the error below.   Integration interval contains NaN."
Setophaga_citrina,error,0,,"FZERO cannot continue because supplied function_handle ==> fnget_kap failed with the error below.   Integration interval contains NaN."
Setophaga_discolor,error,0,,"FZERO cannot continue because supplied function_handle ==> fnget_kap failed with the error below.   Integration interval contains NaN."
Setophaga_kirtlandii,error,0,,"FZERO cannot continue because supplied function_handle ==> fnget_kap failed with the error below.   Integration interval contains NaN."
Setophaga_petechia,error,0,,"FZERO cannot continue because supplied function_handle ==> fnget_kap failed with the error below.   Integration interval contains NaN."
Setophaga_ruticilla,error,0,,"FZERO cannot continue because supplied function_handle ==> fnget_kap failed with the error below.   Integration interval contains NaN."
Setophaga_striata,error,0,,"FZERO cannot continue because supplied function_handle ==> fnget_kap failed with the error below.   Integration interval contains NaN."
Setophaga_townsendi,error,0,,"FZERO cannot continue because supplied function_handle ==> fnget_kap failed with the error below.   Integration interval contains NaN."
Setophaga_virens,error,0,,"FZERO cannot continue because supplied function_handle ==> fnget_kap failed with the error below.   Integration interval contains NaN."
Sialia_currucoides,error,0,,"FZERO cannot continue because supplied function_handle ==> fnget_kap failed with the error below.   Integration interval contains NaN."
Sialia_mexicana,error,0,,"FZERO cannot continue because supplied function_handle ==> fnget_kap failed with the error below.   Integration interval contains NaN."
Siganus_luridus,6a,0,,
Siganus_rivulatus,6a,0,,
Sillago_aeolus,6a,0,,
Sillago_burrus,6a,0,,
Sillago_ciliata,6a,0,,
Sillago_flindersi,6a,0,,
Sillago_japonica,6a,0,,
Sillago_schomburgkii,6a,0,,
Sillago_sihama,6a,0,,
Sillago_vittata,6a,0,,
Silurus_glanis,6,0,,
Silurus_triostegus,6a,0,,
Siniperca_chuatsi,6a,0,,
Sinosuthora_zappeyi,error,0,,"FZERO cannot continue because supplied function_handle ==> fnget_kap failed with the error below.   Integration interval contains NaN."
Siphateles_bicolor,6,0,,
Siren_lacertina,6,0,,
Sitta_europaea,error,0,,"FZERO cannot continue because supplied function_handle ==> fnget_kap failed with the error below.   Integration interval contains NaN."
Smaug_giganteus,6,0,,
Smeringurus_mesaensis,6,0,,
Smutsia_gigantea,error,0,,"FZERO cannot continue because supplied function_handle ==> fnget_kap failed with the error below.   Integration interval contains NaN."
Smutsia_temminckii,error,0,,"FZERO cannot continue because supplied function_handle ==> fnget_kap failed with the error below.   Integration interval contains NaN."
Solea_senegalensis,3,0,,
Solea_solea,error,0,,"FZERO cannot continue because supplied function_handle ==> fnget_kap failed with the error below.   The entries in tspan must strictly increase or decrease."
Somateria_mollissima,error,0,,"FZERO cannot continue because supplied function_handle ==> fnget_kap failed with the error below.   Integration interval contains NaN."
Sorex_araneus,error,0,,"FZERO cannot continue because supplied function_handle ==> fnget_kap failed with the error below.   Integration interval contains NaN."
Sotalia_fluviatilis,error,0,,"FZERO cannot continue because supplied function_handle ==> fnget_kap failed with the error below.   Integration interval contains NaN."
Sotalia_guianensis,error,0,,"FZERO cannot continue because supplied function_handle ==> fnget_kap failed with the error below.   Integration interval contains NaN."
Spatula_discors,error,0,,"FZERO cannot continue because supplied function_handle ==> fnget_kap failed with the error below.   Integration interval contains NaN."
Speleomantes_ambrosii,error,0,,"FZERO cannot continue because supplied function_handle ==> fnget_kap failed with the error below.   Matrix dimensions must agree."
Speleomantes_imperialis,error,0,,"FZERO cannot continue because supplied function_handle ==> fnget_kap failed with the error below.   Matrix dimensions must agree."
Spermestes_cucullata,error,0,,"FZERO cannot continue because supplied function_handle ==> fnget_kap failed with the error below.   Integration interval contains NaN."
Sphaerodactylus_vincenti,error,0,,"FZERO cannot continue because supplied function_handle ==> fnget_kap failed with the error below.   Index in position 1 exceeds array bounds. Index must not exceed 2."
Spheniscus_demersus,error,0,,"FZERO cannot continue because supplied function_handle ==> fnget_kap failed with the error below.   Integration interval contains NaN."
Spheniscus_humboldti,error,0,,"FZERO cannot continue because supplied function_handle ==> fnget_kap failed with the error below.   Integration interval contains NaN."
Spinus_pinus,error,0,,"FZERO cannot continue because supplied function_handle ==> fnget_kap failed with the error below.   Integration interval contains NaN."
Spinus_tristis,error,0,,"FZERO cannot continue because supplied function_handle ==> fnget_kap failed with the error below.   Integration interval contains NaN."
Spisula_solidissima,error,0,,"Matrix dimensions must agree."
Spiza_americana,error,0,,"FZERO cannot continue because supplied function_handle ==> fnget_kap failed with the error below.   Integration interval contains NaN."
Spizella_breweri,error,0,,"FZERO cannot continue because supplied function_handle ==> fnget_kap failed with the error below.   Integration interval contains NaN."
Spizella_pallida,error,0,,"FZERO cannot continue because supplied function_handle ==> fnget_kap failed with the error below.   Integration interval contains NaN."
Spizella_passerina,error,0,,"FZERO cannot continue because supplied function_handle ==> fnget_kap failed with the error below.   Integration interval contains NaN."
Spizella_pusilla,error,0,,"FZERO cannot continue because supplied function_handle ==> fnget_kap failed with the error below.   Integration interval contains NaN."
Spizelloides_arborea,error,0,,"FZERO cannot continue because supplied function_handle ==> fnget_kap failed with the error below.   Integration interval contains NaN."
Sporophila_beltoni,error,0,,"FZERO cannot continue because supplied function_handle ==> fnget_kap failed with the error below.   Integration interval contains NaN."
Sporophila_corvina,error,0,,"FZERO cannot continue because supplied function_handle ==> fnget_kap failed with the error below.   Integration interval contains NaN."
Sporophila_plumbea,error,0,,"FZERO cannot continue because supplied function_handle ==> fnget_kap failed with the error below.   Integration interval contains NaN."
Squalius_cephalus,error,0,,"Matrix dimensions must agree."
Squalus_megalops,6a,0,,
Squalus_montalbani,error,0,,"Integration interval contains NaN."
Squatina_californica,0,0,,
Stagnicola_palustris,error,0,,"FZERO cannot continue because supplied function_handle ==> fnget_kap failed with the error below.   Integration interval contains NaN."
Steatornis_caripensis,error,0,,"FZERO cannot continue because supplied function_handle ==> fnget_kap failed with the error below.   Integration interval contains NaN."
Stegastes_acapulcoensis,6a,0,,
Stegastes_arcifrons,6a,0,,
Stegastes_beebei,6a,0,,
Stegastes_flavilatus,6a,0,,
Stegastes_fuscus,6a,0,,
Stegastes_nigricans,6a,0,,
Stegastes_planifrons,6a,0,,
Stegastes_rectifraenum,6a,0,,
Stelgidopteryx_ruficollis,error,0,,"FZERO cannot continue because supplied function_handle ==> fnget_kap failed with the error below.   Integration interval contains NaN."
Stephanoaetus_coronatus,error,0,,"FZERO cannot continue because supplied function_handle ==> fnget_kap failed with the error below.   Integration interval contains NaN."
Stercorarius_antarcticus,error,0,,"FZERO cannot continue because supplied function_handle ==> fnget_kap failed with the error below.   Integration interval contains NaN."
Stercorarius_longicaudus,error,0,,"FZERO cannot continue because supplied function_handle ==> fnget_kap failed with the error below.   Integration interval contains NaN."
Stercorarius_maccormicki,error,0,,"FZERO cannot continue because supplied function_handle ==> fnget_kap failed with the error below.   Integration interval contains NaN."
Stercorarius_parasiticus,error,0,,"FZERO cannot continue because supplied function_handle ==> fnget_kap failed with the error below.   Integration interval contains NaN."
Stercorarius_pomarinus,error,0,,"FZERO cannot continue because supplied function_handle ==> fnget_kap failed with the error below.   Integration interval contains NaN."
Stercorarius_skua,error,0,,"FZERO cannot continue because supplied function_handle ==> fnget_kap failed with the error below.   Integration interval contains NaN."
Sterna_dougallii,error,0,,"FZERO cannot continue because supplied function_handle ==> fnget_kap failed with the error below.   Integration interval contains NaN."
Sterna_forsteri,error,0,,"FZERO cannot continue because supplied function_handle ==> fnget_kap failed with the error below.   Integration interval contains NaN."
Sterna_hirundo,error,0,,"FZERO cannot continue because supplied function_handle ==> fnget_kap failed with the error below.   Integration interval contains NaN."
Sterna_paradisaea,error,0,,"FZERO cannot continue because supplied function_handle ==> fnget_kap failed with the error below.   Integration interval contains NaN."
Sterna_sumatrana,error,0,,"FZERO cannot continue because supplied function_handle ==> fnget_kap failed with the error below.   Integration interval contains NaN."
Sternoclyta_cyanopectus,error,0,,"FZERO cannot continue because supplied function_handle ==> fnget_kap failed with the error below.   Integration interval contains NaN."
Sternotherus_minor,error,0,,"FZERO cannot continue because supplied function_handle ==> fnget_kap failed with the error below.   Matrix dimensions must agree."
Sternula_albifrons,error,0,,"FZERO cannot continue because supplied function_handle ==> fnget_kap failed with the error below.   Integration interval contains NaN."
Sternula_antillarum,error,0,,"FZERO cannot continue because supplied function_handle ==> fnget_kap failed with the error below.   Integration interval contains NaN."
Stigmatogobius_pleurostigma,6a,0,,
Stolephorus_carpentariae,6a,0,,
Stolephorus_commersonnii,6a,0,,
Stolephorus_indicus,6a,0,,
Stolephorus_insularis,6a,0,,
Stolephorus_nelsoni,6a,0,,
Stolephorus_waitei,6a,0,,
Strangomera_bentincki,6a,0,,
Streptocephalus_sealii,error,0,,"FZERO cannot continue because supplied function_handle ==> fnget_kap failed with the error below.   Integration interval contains NaN."
Streptocephalus_siamensis,error,0,,"FZERO cannot continue because supplied function_handle ==> fnget_kap failed with the error below.   Integration interval contains NaN."
Streptocephalus_sirindhornae,error,0,,"FZERO cannot continue because supplied function_handle ==> fnget_kap failed with the error below.   Integration interval contains NaN."
Streptocephalus_torvicornis,error,0,,"FZERO cannot continue because supplied function_handle ==> fnget_kap failed with the error below.   Integration interval contains NaN."
Streptocephalus_vitreus,error,0,,"FZERO cannot continue because supplied function_handle ==> fnget_kap failed with the error below.   Integration interval contains NaN."
Streptopelia_decaocto,error,0,,"FZERO cannot continue because supplied function_handle ==> fnget_kap failed with the error below.   Integration interval contains NaN."
Streptopelia_roseogrisea,error,0,,"FZERO cannot continue because supplied function_handle ==> fnget_kap failed with the error below.   Integration interval contains NaN."
Streptoprocne_biscutata,error,0,,"FZERO cannot continue because supplied function_handle ==> fnget_kap failed with the error below.   Integration interval contains NaN."
Streptoprocne_rutila,error,0,,"FZERO cannot continue because supplied function_handle ==> fnget_kap failed with the error below.   Integration interval contains NaN."
Streptoprocne_zonaris,error,0,,"FZERO cannot continue because supplied function_handle ==> fnget_kap failed with the error below.   Integration interval contains NaN."
Strigops_habroptila,error,0,,"FZERO cannot continue because supplied function_handle ==> fnget_kap failed with the error below.   Integration interval contains NaN."
Strix_occidentalis,error,0,,"FZERO cannot continue because supplied function_handle ==> fnget_kap failed with the error below.   Integration interval contains NaN."
Strix_uralensis,error,0,,"FZERO cannot continue because supplied function_handle ==> fnget_kap failed with the error below.   Integration interval contains NaN."
Struthio_camelus,error,0,,"FZERO cannot continue because supplied function_handle ==> fnget_kap failed with the error below.   Integration interval contains NaN."
Sturnella_magna,error,0,,"FZERO cannot continue because supplied function_handle ==> fnget_kap failed with the error below.   Integration interval contains NaN."
Sturnella_neglecta,error,0,,"FZERO cannot continue because supplied function_handle ==> fnget_kap failed with the error below.   Integration interval contains NaN."
Sturnus_vulgaris,error,0,,"FZERO cannot continue because supplied function_handle ==> fnget_kap failed with the error below.   Integration interval contains NaN."
Styela_plicata,error,0,,"FZERO cannot continue because supplied function_handle ==> fnget_kap failed with the error below.   Integration interval contains NaN."
Sufflogobius_bibarbatus,6a,0,,
Sula_dactylatra,error,0,,"FZERO cannot continue because supplied function_handle ==> fnget_kap failed with the error below.   Integration interval contains NaN."
Sula_leucogaster,error,0,,"FZERO cannot continue because supplied function_handle ==> fnget_kap failed with the error below.   Integration interval contains NaN."
Sula_nebouxii,error,0,,"FZERO cannot continue because supplied function_handle ==> fnget_kap failed with the error below.   Integration interval contains NaN."
Surnia_ulula,error,0,,"FZERO cannot continue because supplied function_handle ==> fnget_kap failed with the error below.   Integration interval contains NaN."
Sylvia_atricapilla,error,0,,"FZERO cannot continue because supplied function_handle ==> fnget_kap failed with the error below.   Integration interval contains NaN."
Symphurus_plagiusa,6a,0,,
Sympterygia_bonapartii,error,0,,"FZERO cannot continue because supplied function_handle ==> fnget_kap failed with the error below.   Integration interval contains NaN."
Symsagittifera_roscoffensis,error,0,,"FZERO cannot continue because supplied function_handle ==> fnget_kap failed with the error below.   Matrix dimensions must agree."
Syngnathoides_biaculeatus,6a,0,,
Syngnathus_abaster,6a,0,,
Syngnathus_fuscus,6a,0,,
Syngnathus_taenionotus,6a,0,,
Synodontis_batensoda,6a,0,,
Synodontis_clarias,6a,0,,
Synodontis_membranaceus,6a,0,,
Synodontis_nebulosus,6a,0,,
Synodontis_schall,6a,0,,
Synodontis_zambezensis,6a,0,,
Synoicus_chinensis,error,0,,"FZERO cannot continue because supplied function_handle ==> fnget_kap failed with the error below.   Integration interval contains NaN."
Synthliboramphus_scrippsi,error,0,,"FZERO cannot continue because supplied function_handle ==> fnget_kap failed with the error below.   Integration interval contains NaN."
Systellura_longirostris,error,0,,"FZERO cannot continue because supplied function_handle ==> fnget_kap failed with the error below.   Integration interval contains NaN."
Tachycineta_albilinea,error,0,,"FZERO cannot continue because supplied function_handle ==> fnget_kap failed with the error below.   Integration interval contains NaN."
Tachycineta_bicolor,error,0,,"FZERO cannot continue because supplied function_handle ==> fnget_kap failed with the error below.   Integration interval contains NaN."
Tachycineta_cyaneoviridis,error,0,,"FZERO cannot continue because supplied function_handle ==> fnget_kap failed with the error below.   Integration interval contains NaN."
Tachycineta_leucorrhoa,error,0,,"FZERO cannot continue because supplied function_handle ==> fnget_kap failed with the error below.   Integration interval contains NaN."
Tachycineta_stolzmanni,error,0,,"FZERO cannot continue because supplied function_handle ==> fnget_kap failed with the error below.   Integration interval contains NaN."
Tachycineta_thalassina,error,0,,"FZERO cannot continue because supplied function_handle ==> fnget_kap failed with the error below.   Integration interval contains NaN."
Tadorna_cana,error,0,,"FZERO cannot continue because supplied function_handle ==> fnget_kap failed with the error below.   Integration interval contains NaN."
Taeniopygia_guttata,error,0,,"FZERO cannot continue because supplied function_handle ==> fnget_kap failed with the error below.   Integration interval contains NaN."
Takydromus_hsuehshanensis,error,0,,"FZERO cannot continue because supplied function_handle ==> fnget_kap failed with the error below.   Matrix dimensions must agree."
Tangara_parzudakii,error,0,,"FZERO cannot continue because supplied function_handle ==> fnget_kap failed with the error below.   Integration interval contains NaN."
Tauraco_corythaix,error,0,,"FZERO cannot continue because supplied function_handle ==> fnget_kap failed with the error below.   Integration interval contains NaN."
Tauraco_erythrolophus,error,0,,"FZERO cannot continue because supplied function_handle ==> fnget_kap failed with the error below.   Integration interval contains NaN."
Telespiza_cantans,error,0,,"FZERO cannot continue because supplied function_handle ==> fnget_kap failed with the error below.   Integration interval contains NaN."
Terrapene_carolina,6,0,,
Tersina_viridis,error,0,,"FZERO cannot continue because supplied function_handle ==> fnget_kap failed with the error below.   Integration interval contains NaN."
Testudo_hermanni,8,0,,
Tetrao_urogallus,error,0,,"FZERO cannot continue because supplied function_handle ==> fnget_kap failed with the error below.   Integration interval contains NaN."
Tetraogallus_himalayensis,error,0,,"FZERO cannot continue because supplied function_handle ==> fnget_kap failed with the error below.   Integration interval contains NaN."
Tetrapturus_pfluegeri,timeout,0,,
Tetrastes_bonasia,error,0,,"FZERO cannot continue because supplied function_handle ==> fnget_kap failed with the error below.   Integration interval contains NaN."
Tetronarce_nobiliana,6a,0,,
Thalassarche_cauta,error,0,,"FZERO cannot continue because supplied function_handle ==> fnget_kap failed with the error below.   Integration interval contains NaN."
Thalassarche_chrysostoma,error,0,,"FZERO cannot continue because supplied function_handle ==> fnget_kap failed with the error below.   Integration interval contains NaN."
Thalassarche_melanophrys,error,0,,"FZERO cannot continue because supplied function_handle ==> fnget_kap failed with the error below.   Integration interval contains NaN."
Thalasseus_bergii,error,0,,"FZERO cannot continue because supplied function_handle ==> fnget_kap failed with the error below.   Integration interval contains NaN."
Thalasseus_elegans,error,0,,"FZERO cannot continue because supplied function_handle ==> fnget_kap failed with the error below.   Integration interval contains NaN."
Thalasseus_sandvicensis,error,0,,"FZERO cannot continue because supplied function_handle ==> fnget_kap failed with the error below.   Integration interval contains NaN."
Thalassoica_antarctica,error,0,,"FZERO cannot continue because supplied function_handle ==> fnget_kap failed with the error below.   Integration interval contains NaN."
Thamnocephalus_platyurus,error,0,,"FZERO cannot continue because supplied function_handle ==> fnget_kap failed with the error below.   Integration interval contains NaN."
Thamnophilus_caerulescens,error,0,,"FZERO cannot continue because supplied function_handle ==> fnget_kap failed with the error below.   Integration interval contains NaN."
Theropithecus_gelada,error,0,,"FZERO cannot continue because supplied function_handle ==> fnget_kap failed with the error below.   Integration interval contains NaN."
