species,p_Am,kap,v,p_M,E_G,h_a,E_Hb,E_Hj,E_Hx,E_Hp,family,order,class,phylum,climate,ecozone,habitat,embryo,migrate,food,gender,reprod,ab,ah,aj,ax,ap,am,tg,tb,tj,tx,tp,Wwb,Wwj,Wwx,Wwp,Wwi,Lb,Lj,Lx,Lp,Li,d_V,Ri,T_typical,t_0,model,metamorphosis,weaning,foetus
Picumnus_nebulosus,3.400046e+03,9.931600e-01,3.051300e-02,3.906333e+03,7.322167e+03,1.575000e-14,3.250000e+01,,,1.104000e+03,Picidae,Piciformes,Aves,Chordata,Cfa,TN,0iTf 0iTh,Tnwfm,,biCii,Dg,O,3.760501e+00,,,,7.437687e+00,7.424787e+02,,,,,3.677187e+00,1.400000e+00,,,,1.180000e+01,,,,,,2.800000e-01,4.377230e-02,3.120000e+02,6.581100e+00,std,False,False,False
Pinguinus_impennis,1.354517e+04,9.967500e-01,3.166500e-02,3.208753e+03,7.293201e+03,2.034000e-16,1.595000e+03,,,3.225000e+03,Alcidae,Charadriiformes,Aves,Chordata,MC,MAN,xiMcp 0bTd,Tncfm,,biCvf,Dg,O,1.285696e+01,,,,1.351701e+01,2.890991e+03,,,,,6.600437e-01,2.360000e+02,,,,5.000000e+03,,,,,,2.800000e-01,2.075413e-02,3.138500e+02,0.000000e+00,std,False,False,False
Pipilo_chlorurus,9.188770e+02,9.102600e-01,5.956500e-02,4.056732e+02,7.318951e+03,9.853000e-12,1.286000e+03,,6.011000e+03,1.501000e+04,Passerellidae,Passeriformes,Aves,Chordata,B,THn,0iTh 0iTi 0iTs,Tnpf Tnsf,Ml,biCi biHs,Dg,O,2.449740e+00,,,3.909136e+00,6.827928e+00,3.418027e+02,,,,1.459396e+00,4.378188e+00,3.800000e+00,,,,2.940000e+01,,,,,,2.800000e-01,1.802209e-01,3.147500e+02,,std,False,False,False
Pipilo_erythrophthalmus,1.191577e+03,9.603000e-01,4.769800e-02,5.675670e+02,7.370922e+03,2.967000e-12,3.461000e+02,,1.933000e+03,5.356000e+03,Passerellidae,Passeriformes,Aves,Chordata,Cfa Dfa Dfb,THn,0iTh 0iTi 0iTs,Tnpf Tnsf,Ms,biCi biHs,Dg,O,2.551812e+00,,,3.889592e+00,6.565151e+00,5.459965e+02,,,,1.337780e+00,4.013339e+00,3.160000e+00,,,,3.930000e+01,,,,,,2.800000e-01,1.621988e-01,3.147500e+02,,std,False,False,False
Pipilo_maculatus,1.351266e+03,9.054400e-01,7.049300e-02,5.691447e+02,7.323854e+03,3.982000e-13,2.807000e+03,,1.014000e+04,2.039000e+04,Passerellidae,Passeriformes,Aves,Chordata,BWh BSh Cfa Cfb,THn,0iTf,Tnpf,Ms,biHs biCi,Dg,O,2.653885e+00,,,3.991665e+00,6.667224e+00,4.882896e+02,,,,1.337780e+00,4.013339e+00,8.000000e+00,,,,3.900000e+01,,,,,,2.800000e-01,9.011046e-02,3.147500e+02,,std,False,False,False
Piranga_olivacea,1.324901e+03,9.573200e-01,3.522800e-02,7.899565e+02,7.335372e+03,3.378000e-12,2.764000e+02,,1.464000e+03,3.398000e+03,Cardinalidae,Passeriformes,Aves,Chordata,Dfa Dfb,THn,0iTh 0iTi 0iTs,Tnpf Tnsf,Ml,biCi biHs,Dg,O,2.755957e+00,,,4.397778e+00,7.681419e+00,5.282405e+02,,,,1.641821e+00,4.925462e+00,2.970000e+00,,,,2.730000e+01,,,,,,2.800000e-01,9.011046e-02,3.147500e+02,,std,False,False,False
Piranga_rubra,1.026663e+03,9.637200e-01,6.415000e-02,4.837034e+02,7.312189e+03,8.204000e-12,5.529000e+02,,2.070000e+03,5.085000e+03,Cardinalidae,Passeriformes,Aves,Chordata,B Cfa Dfa,THn,0iTh 0iTi 0iTs,Tnpf Tnsf,Ml,biCi biHs,Dg,O,2.449740e+00,,,3.544287e+00,5.733381e+00,3.506807e+02,,,,1.094547e+00,3.283641e+00,4.200000e+00,,,,2.950000e+01,,,,,,2.800000e-01,9.011046e-02,3.147500e+02,,std,False,False,False
Pitta_iris,5.135717e+03,9.952300e-01,1.860200e-01,2.190648e+03,7.325059e+03,1.012000e-13,7.774000e+01,,,7.149000e+03,Pittidae,Passeriformes,Aves,Chordata,Aw,TA,0iTht 0iThh,Tnpf,,biCi,Dg,O,4.185988e+00,,,,5.984187e+00,8.391810e+02,,,,,1.798199e+00,4.200000e+00,,,,6.700000e+01,,,,,,2.800000e-01,1.706426e-01,3.141500e+02,8.867700e+00,std,False,False,False
Pitta_versicolor,5.780775e+03,9.885700e-01,5.472200e-02,3.207803e+03,7.335742e+03,2.434000e-11,2.258000e+02,,,2.337000e+04,Pittidae,Passeriformes,Aves,Chordata,Cfa Cfb,TA,0iTht 0iThh,Tnpf,,biCi,Dg,O,4.484987e+00,,,,8.595156e+00,2.812897e+02,,,,,4.110170e+00,7.000000e+00,,,,9.820000e+01,,,,,,2.800000e-01,1.493122e-01,3.141500e+02,2.236300e+00,std,False,False,False
Platalea_ajaja,2.490128e+04,9.962300e-01,5.681000e-02,8.976156e+03,7.326559e+03,6.680000e-17,3.840000e+02,,,5.803000e+04,Threskiornithidae,Pelecaniformes,Aves,Chordata,A Cfa Cfb,TN,0iFm 0iFe,Tnpfm Tnsfm,,biCi biCvf biCva,Dg,O,3.972351e+00,,,,1.006807e+01,1.577171e+03,,,,,6.095718e+00,5.000000e+01,,,,1.519500e+03,,,,,,2.800000e-01,5.325993e-02,3.121500e+02,1.322740e+01,std,False,False,False
Platalea_alba,2.679361e+04,9.983300e-01,9.092600e-02,7.936642e+03,7.323846e+03,2.808000e-15,1.122000e+02,,,3.987000e+04,Threskiornithidae,Pelecaniformes,Aves,Chordata,Aw BWk BSk Cfb Dfb,TPa,0iFm 0iFe,Tnpfm Tnsfm,Ml,biCi biCvf biCva,Dg,O,4.590272e+00,,,,9.991541e+00,1.008263e+03,,,,,5.401269e+00,3.950000e+01,,,,1.790000e+03,,,,,,2.800000e-01,5.325993e-02,3.121500e+02,2.020200e+01,std,False,False,False
Platalea_leucorodia,1.932428e+04,9.974800e-01,2.328000e-01,3.990557e+03,7.360446e+03,1.112000e-24,3.364000e+02,,,1.448000e+05,Threskiornithidae,Pelecaniformes,Aves,Chordata,BWk BSk Cfb Dfb,THp,0iFm 0iFe,Tnpfm Tnsfm,Ml,biCi biCvf biCva,Dg,O,4.237174e+00,,,,9.947087e+00,1.695458e+03,,,,,5.709913e+00,5.660000e+01,,,,1.467000e+03,,,,,,2.800000e-01,7.101325e-02,3.121500e+02,1.962710e+01,std,False,False,False
Platalea_regia,3.471970e+04,9.978400e-01,1.873900e-01,8.960223e+03,7.331477e+03,1.159000e-27,3.049000e+02,,,1.849000e+05,Threskiornithidae,Pelecaniformes,Aves,Chordata,BWk BSk Cfb Dfb,TA TPi,0iFm 0iFe,Tnpfm Tnsfm,Ml,biCi biCvf biCva,Dg,O,4.325449e+00,,,,1.165574e+01,2.039056e+03,,,,,7.330294e+00,6.900000e+01,,,,1.575000e+03,,,,,,2.800000e-01,5.503527e-02,3.121500e+02,2.005130e+01,std,False,False,False
Plectrophenax_nivalis,1.953350e+03,9.549600e-01,3.485900e-02,1.146651e+03,7.328462e+03,3.548000e-13,2.365000e+02,,1.617000e+03,3.949000e+03,Calcariidae,Passeriformes,Aves,Chordata,Dfc ET,TH,0iTh,Tnsf,Ml,biCi,Dg,O,2.551812e+00,,,4.254441e+00,7.659698e+00,4.527776e+02,,,,1.702629e+00,5.107886e+00,3.000000e+00,,,,4.180000e+01,,,,,,2.800000e-01,1.126381e-01,3.147500e+02,,std,False,False,False
Plegadis_chihi,1.009228e+04,9.954100e-01,1.106500e-01,3.162388e+03,7.322602e+03,1.690000e-17,3.643000e+02,,,3.388000e+04,Threskiornithidae,Pelecaniformes,Aves,Chordata,BWh BSk Cfa Cfb Dfa,THn TN,0iTs 0iTa 0iTd,Tncfm,Ms,biCi biCvr,Dg,O,3.707527e+00,,,,8.028543e+00,1.149081e+03,,,,,4.321015e+00,2.935000e+01,,,,4.875000e+02,,,,,,2.800000e-01,6.213659e-02,3.121500e+02,1.431820e+01,std,False,False,False
Plegadis_falcinellus,2.115312e+04,9.964300e-01,7.887600e-02,8.707236e+03,7.325921e+03,2.634000e-18,1.923000e+02,,,5.491000e+04,Threskiornithidae,Pelecaniformes,Aves,Chordata,Aw BWh BSh Cfa Cfb Cwa Cwb,TA TPa,0iFm 0iFe,Tnpfm Tnsfm,Ml,biCi biCvf biCva,Dg,O,3.707527e+00,,,,1.018905e+01,1.509578e+03,,,,,6.481523e+00,2.380000e+01,,,,6.050000e+02,,,,,,2.800000e-01,6.213659e-02,3.121500e+02,1.490110e+01,std,False,False,False
Plethodon_cinereus,3.168376e+01,9.860900e-01,5.627300e-02,3.020110e+01,7.287495e+03,4.938000e-10,1.309000e-01,,,1.901000e+01,Plethodontidae,Caudata,Amphibia,Chordata,Cfb Dfa Dwa,THn,0jFc jiTf,Tns,TT,biCi,Dg,O,2.408489e+01,,,,1.196216e+03,1.465164e+04,,,,,1.172131e+03,1.410000e-03,,,4.377166e-02,1.200000e+00,1.750000e+00,,,5.500000e+00,1.000000e+01,2.800000e-01,1.706294e-02,2.881500e+02,,std,False,False,False
Plethodon_kentucki,4.220172e+01,9.843500e-01,5.472100e-02,3.457450e+01,7.305985e+03,1.941000e-09,1.454000e-01,,,1.899000e+02,Plethodontidae,Caudata,Amphibia,Chordata,Cfa,THn,0jFc jiTf,Tns,TT,biCi,Dg,O,2.408489e+01,,,,2.954413e+03,9.377049e+03,,,,,2.930328e+03,1.410000e-03,,,8.055150e-01,1.940000e+00,,,,4.700000e+00,6.300000e+00,2.800000e-01,2.047552e-02,2.881500e+02,,std,False,False,False
Pleurodeles_waltl,4.488707e+02,8.011700e-01,2.013800e-01,9.852650e+01,7.310536e+03,3.734000e-10,2.473000e+02,9.076000e+03,,5.721000e+04,Salamandridae,Caudata,Amphibia,Chordata,Csa Csb,THp,biFc jiTh,Fh,,biCi,Dg,O,1.568040e+01,,1.821338e+02,,4.933294e+02,8.585018e+03,,,1.664535e+02,,4.776490e+02,1.796000e-01,4.400000e+00,,1.800000e+01,6.200000e+01,,,,,,2.800000e-01,4.542798e-01,2.911500e+02,,std,False,False,False
Pleuroxus_aduncus,4.585915e+01,7.882000e-01,2.180000e-02,1.682000e+03,4.445000e+03,3.118000e-05,2.505000e-03,,,1.805000e-02,Chydoridae,Anomopoda,Branchiopoda,Arthropoda,Cfa Cfb Dfa Dfb Dfc,TH TA,0iFp 0iFl 0iFm,Fbf,,biPp biD,D,Apf,3.977981e+00,,,,1.856391e+01,9.016757e+01,,,,,1.458593e+01,2.481991e-06,,,6.649709e-06,1.529412e-05,3.600000e-02,,,5.000000e-02,6.600000e-02,1.700000e-01,1.587687e-01,2.901500e+02,0.000000e+00,std,False,False,False
Pleuroxus_striatus,5.379359e+01,8.126000e-01,2.666000e-02,1.491900e+03,4.400000e+03,2.585000e-05,3.010000e-03,,,3.512000e-02,Chydoridae,Anomopoda,Branchiopoda,Arthropoda,Cfa Cfb Dfa Dfb Dfc,TH,0iFp 0iFl 0iFm,Fbf,,biPp biD,D,Apf,2.651987e+00,,,,1.856391e+01,1.021015e+02,,,,,1.591192e+01,4.536548e-06,,,1.462539e-05,3.882353e-05,4.400000e-02,,,6.500000e-02,9.000000e-02,1.700000e-01,2.320466e-01,2.901500e+02,0.000000e+00,std,False,False,False
Ploceus_castaneiceps,1.276126e+03,9.642700e-01,4.152000e-02,8.428862e+02,7.368982e+03,3.238000e-15,1.480000e+02,,1.151000e+03,2.559000e+03,Ploceidae,Passeriformes,Aves,Chordata,Aw,TPa,0iTi,Tnpf,,biHs,Dg,O,2.245595e+00,,,3.981060e+00,7.451990e+00,1.020969e+03,,,,1.735465e+00,5.206395e+00,1.600000e+00,,,,1.800000e+01,,,,,,2.800000e-01,5.631904e-02,3.147500e+02,,std,False,False,False
Ploceus_cucullatus,1.755673e+03,9.538300e-01,3.245900e-02,1.089392e+03,7.323810e+03,1.601000e-14,2.840000e+02,,2.003000e+03,3.905000e+03,Ploceidae,Passeriformes,Aves,Chordata,Aw,TPa,0iTi,Tnpf,,biHs,Dg,O,2.653885e+00,,,4.964595e+00,9.586016e+00,1.065359e+03,,,,2.310710e+00,6.932131e+00,3.500000e+00,,,,3.400000e+01,,,,,,2.800000e-01,4.505523e-02,3.147500e+02,0.000000e+00,std,False,False,False
Pluvialis_apricaria,1.274223e+04,9.864400e-01,1.777300e-02,9.500000e+03,7.322194e+03,9.382000e-13,6.435000e+02,,,2.408000e+04,Charadriidae,Charadriiformes,Aves,Chordata,ET Dfc,THp,0iTht,Tnsfm,Ml,biCi,Dg,O,5.111008e+00,,,,9.863392e+00,6.000847e+02,,,,,4.752384e+00,1.950000e+01,,,,2.600000e+02,,,,,,2.800000e-01,8.532128e-02,3.141500e+02,8.470600e+00,std,False,False,False
Pluvialis_dominica,5.794475e+03,9.834000e-01,4.705700e-02,3.165012e+03,7.381373e+03,1.197000e-14,1.208000e+03,,,1.406000e+04,Charadriidae,Charadriiformes,Aves,Chordata,ET Dfc,THn,0iTht,Tnsfm,Ml,biCi,Dg,O,4.832226e+00,,,,6.758868e+00,6.235256e+02,,,,,1.926642e+00,1.950000e+01,,,,1.180000e+02,,,,,,2.800000e-01,8.532128e-02,3.141500e+02,1.296310e+01,std,False,False,False
Pluvialis_squatarola,2.506420e+03,9.843500e-01,9.423800e-02,7.270783e+02,7.333467e+03,2.668000e-19,1.462000e+03,,,6.467000e+04,Charadriidae,Charadriiformes,Aves,Chordata,ET,TH,0iTg 0iTh 0iFm,Tnsfm,Ml,biCi,Dg,O,3.403734e+00,,,,8.541446e+00,1.200169e+03,,,,,5.137712e+00,2.320000e+01,,,,2.020000e+02,,,,,,2.800000e-01,8.532128e-02,3.141500e+02,1.860600e+01,std,False,False,False
Podarcis_muralis_Castanet,2.501576e+02,2.756000e-01,2.701400e-02,5.265270e+01,7.835975e+03,1.765000e-08,3.480000e+03,,,2.903000e+04,Lacertidae,Squamata,Reptilia,Chordata,Cfb Csa Cfa,THp,0iTg,Tt,TT,biCi,Dg,O,4.998350e+01,,,,1.109719e+03,5.860656e+03,,,,,1.059735e+03,3.600000e-01,,,2.220845e+00,5.078000e+00,2.410000e+00,,,4.420000e+00,6.683000e+00,3.000000e-01,1.706294e-02,2.981500e+02,,std,False,False,False
Podarcis_siculus,9.869199e+01,4.120300e-01,1.787900e-02,2.576610e+01,7.832114e+03,2.574000e-09,1.177000e+03,,,1.897000e+04,Lacertidae,Squamata,Reptilia,Chordata,Csa Cfb Dfb,THp,0iTg 0iTh 0iTa,Tt,TT,biCi,Dg,O,2.712357e+01,,,,7.584422e+02,3.640523e+03,,,,,,4.048407e-01,,,,7.050000e+00,2.500000e+00,,,,6.480000e+00,3.000000e-01,5.768402e-02,2.991500e+02,,std,False,False,False
Podarcis_tauricus,9.043322e+01,4.347300e-01,1.907600e-02,2.456820e+01,7.828877e+03,2.416000e-09,1.269000e+03,,,1.763000e+04,Lacertidae,Squamata,Reptilia,Chordata,Csa Cfb Dfb,THp,0iTg 0iTh 0iTa,Tt,TT,biCi,Dg,O,2.712357e+01,,,,7.584422e+02,3.640523e+03,,,,,,3.875904e-01,,,,6.900000e+00,2.700000e+00,,,,7.050000e+00,3.000000e-01,4.614722e-02,2.991500e+02,,std,False,False,False
Podargus_strigoides,1.052950e+04,9.978000e-01,6.657000e-02,3.929805e+03,7.294243e+03,1.830000e-15,6.204000e+01,,,8.677000e+03,Podargidae,Podargiformes,Aves,Chordata,BSh BSk Cfa,TA,0iTh 0iTf 0iTi,Tnpfm,,biCi,Dg,O,5.472348e+00,,,,1.107810e+01,2.518278e+03,,,,,5.605755e+00,1.400000e+01,,,,4.737500e+02,,,,,4.350000e+01,2.800000e-01,3.970968e-02,3.109500e+02,2.251640e+01,std,False,False,False
Podilymbus_podiceps,4.289286e+03,9.895500e-01,3.575600e-02,1.509572e+03,7.320758e+03,1.431000e-18,3.257000e+02,,,2.274000e+04,Podicipedidae,Podicipediformes,Aves,Chordata,BSk Cf Csb Dfa Dfb,THn TN,0iFp 0iFm,Tnffm,,biCi,Dg,O,4.869265e+00,,,,1.122103e+01,7.268758e+02,,,,,6.351767e+00,1.490000e+01,,,,4.400000e+02,,,,,3.450000e+01,2.800000e-01,1.125779e-01,3.127500e+02,8.999300e+00,std,False,False,False
Podocnemis_expansa,5.305070e+02,9.204600e-01,4.709400e-02,1.478000e+01,7.865573e+03,5.629000e-10,8.845000e+03,,,1.332000e+07,Podocnemididae,Testudines,Reptilia,Chordata,Af Am,TN,0bTd biFr biFm,Tt,,biCi biHl biHs,Dtmf,O,2.336503e+01,,,,1.085676e+03,4.886631e+03,,,,,1.062311e+03,9.183351e+00,,,6.473978e+03,9.000000e+04,5.000000e+00,,,4.450000e+01,1.070000e+02,3.000000e-01,5.177391e-01,3.001500e+02,,std,False,False,False
Podocnemis_unifilis,1.950802e+02,8.490600e-01,5.719300e-02,8.284600e+00,7.861023e+03,1.326000e-11,1.891000e+04,,,4.026000e+06,Podocnemididae,Testudines,Reptilia,Chordata,Af Am,TN,0bTd biFr biFm,Tt,,biCi biHl biHs,Dtmf,O,2.335202e+01,,,,8.925156e+02,1.352032e+04,,,,,8.691636e+02,2.190000e+01,,,2.458000e+03,1.160000e+04,4.800000e+00,,,3.100000e+01,5.200000e+01,3.000000e-01,2.070957e-01,3.001500e+02,,std,False,False,False
Poecile_atricapillus,1.187512e+03,9.345600e-01,2.536000e-02,9.711248e+02,7.330597e+03,6.756000e-14,9.379000e+01,,7.795000e+02,2.000000e+03,Paridae,Passeriformes,Aves,Chordata,Dfa Dfb Dfc,THn,0iTf,Tnwf,,biCi,Dg,O,2.551812e+00,,,4.254441e+00,7.659698e+00,5.504355e+02,,,,1.702629e+00,5.107886e+00,7.290000e-01,,,,1.240000e+01,,,,,,2.800000e-01,2.252762e-01,3.147500e+02,1.614100e+00,std,False,False,False
Poecilia_reticulata,8.357348e+01,5.085300e-01,9.553700e-03,5.901250e+01,5.218985e+03,6.650000e-07,5.145000e+00,,,8.103000e+01,Poeciliidae,Cyprinodontiformes,Actinopterygii,Chordata,Af Am Cfa,TN,0iFm 0iMm,Fv,,biCi,D,O,1.857274e+01,,,,6.765782e+01,6.052722e+02,,,,,4.908509e+01,2.700598e-03,,,,1.074593e+00,7.000000e-01,,,,5.000000e+00,2.000000e-01,2.878160e+00,2.991500e+02,,std,False,False,False
Pogona_barbata,3.261758e+03,9.306100e-01,5.011500e-02,7.449078e+02,7.847925e+03,1.527000e-09,3.356000e+02,,6.230000e+02,7.107000e+04,Agamidae,Squamata,Reptilia,Chordata,Cfa Cfb Csa,TA,0iTf 0iTi 0iTs,Tt,,0iO,Dg,O,3.085593e+01,,,,2.639142e+02,2.181186e+03,,,,,2.330582e+02,2.810000e+00,,,5.670000e+01,7.180000e+02,3.900000e+00,,,1.200000e+01,2.500000e+01,3.000000e-01,4.133302e-01,3.081500e+02,6.042210e+01,std,False,False,False
Pogonocichla_stellata,1.128049e+03,9.592000e-01,4.209600e-02,6.841329e+02,7.327675e+03,4.754000e-14,2.819000e+02,,1.611000e+03,3.523000e+03,Muscicapidae,Passeriformes,Aves,Chordata,BSh Cwa Cwb,TPa,0iTh,Tnpf,,biCi xiHs,Dg,O,2.653885e+00,,,4.356514e+00,7.761771e+00,7.768243e+02,,,,1.702629e+00,5.107886e+00,2.500000e+00,,,,2.020000e+01,,,,,,2.800000e-01,5.406628e-02,3.147500e+02,,std,False,False,False
Poicephalus_cryptoxanthus,6.181572e+03,9.927900e-01,2.123200e-02,4.062895e+03,7.323356e+03,3.172000e-15,9.729000e+01,,,1.333000e+04,Psittacidae,Psittaciformes,Aves,Chordata,Am,TPa,0iTf 0iTi,Tnwf,,biHs,Dg,O,7.293644e+00,,,,1.766892e+01,1.841848e+03,,,,,1.037528e+01,6.500000e+00,,,,1.600000e+02,,,,,,2.800000e-01,5.228446e-02,3.119500e+02,1.228080e+01,std,False,False,False
Poicephalus_robustus,1.013153e+04,9.968900e-01,3.059800e-02,5.361514e+03,7.329095e+03,2.115000e-15,3.223000e+01,,,2.021000e+04,Psittacidae,Psittaciformes,Aves,Chordata,Cw,TPa,0iTf 0iTi,Tnwf,,biHs,Dg,O,7.293644e+00,,,,1.986974e+01,1.704139e+03,,,,,1.257609e+01,6.500000e+00,,,,3.440000e+02,,,,,,2.800000e-01,5.228446e-02,3.119500e+02,1.881050e+01,std,False,False,False
Polyplectron_inopinatum,4.920302e+02,9.911700e-01,5.809200e-02,7.554340e+01,7.296885e+03,7.410000e-17,9.883000e+02,,,5.975000e+03,Phasianidae,Galliformes,Aves,Chordata,Af,TPi,0iTf,Tnsf,,bxCi biHs,Dg,O,2.713616e+00,,,,7.055401e+00,7.428523e+02,,,,,4.341785e+00,2.700000e+01,,,,6.500000e+02,,,,,,2.800000e-01,4.038488e-02,3.135500e+02,0.000000e+00,std,False,False,False
Pomatoschistus_minutus,2.641486e+02,8.716900e-01,2.000000e-02,2.026899e+02,5.143157e+03,5.865000e-06,6.169000e-02,,,1.752000e+02,Gobiidae,Gobiiformes,Actinopterygii,Chordata,MC,MAE,0jFe jiMcd jiMi,Ms,Ma,biCi biPz,D,O,2.130893e+01,,,,7.733130e+02,1.504008e+03,,,,,7.520040e+02,2.771000e-04,,,4.000000e-01,5.720000e+00,2.500000e-01,,,4.000000e+00,8.200000e+00,2.000000e-01,6.795176e+00,2.831500e+02,,std,False,False,False
Pomatostomus_temporalis,9.272976e+02,9.632800e-01,2.322800e-02,4.086405e+02,7.319254e+03,3.833000e-12,2.813000e+02,,1.765000e+03,5.581000e+03,Pomatostomidae,Passeriformes,Aves,Chordata,Am BSh BWh,TA,0iTf,Tnpf,,biCi,Dg,O,4.695335e+00,,,7.127661e+00,1.199231e+01,6.658494e+02,,,,2.432327e+00,7.296980e+00,3.850000e+00,,,,7.500000e+01,,,,,,2.800000e-01,1.351657e-01,3.147500e+02,,std,False,False,False
Pooecetes_gramineus,1.123329e+03,9.746500e-01,4.564000e-02,6.300585e+02,7.313740e+03,1.028000e-11,1.638000e+02,,8.135000e+02,2.194000e+03,Passerellidae,Passeriformes,Aves,Chordata,BSh Dfa Dfb,THn,0iTh 0iTi 0iTs,Tnpf Tnsf,Ml,biCi biHs,Dg,O,2.449740e+00,,,3.665903e+00,6.098230e+00,3.506807e+02,,,,1.216163e+00,3.648490e+00,2.300000e+00,,,,2.515000e+01,,,,,,2.800000e-01,9.011046e-02,3.147500e+02,,std,False,False,False
Poospiza_ornata,8.744403e+02,9.718700e-01,5.193500e-02,5.694467e+02,7.319020e+03,9.958000e-13,1.553000e+02,,6.496000e+02,1.610000e+03,Thraupidae,Passeriformes,Aves,Chordata,Cwa Cfa,TN,0iTf,Tnpf,,biCi,Dg,O,2.041450e+00,,,3.087350e+00,5.179151e+00,3.995097e+02,,,,1.045900e+00,3.137701e+00,1.590000e+00,,,,1.180000e+01,,,,,,2.800000e-01,7.659389e-02,3.147500e+02,,std,False,False,False
Porcellio_scaber,3.471825e+01,8.443800e-01,2.356000e-02,7.529510e+01,4.437018e+03,2.087000e-08,2.816000e-01,,,9.433000e+01,Porcellionidae,Isopoda,Malacostraca,Arthropoda,Cfb Dfb Dfc,TH TA,0iTf 0iTg 0iTi,Tbf,,biD,D,O,3.500000e+01,,,,4.350000e+02,1.500000e+03,,,,,4.000000e+02,4.000000e-04,,,5.000000e-02,8.340000e-02,3.200000e-01,,,1.400000e+00,1.900000e+00,1.700000e-01,2.600000e-01,2.931500e+02,2.245540e+01,std,False,False,False
Poroderma_africanum,4.784331e+02,6.564300e-01,2.788000e-02,3.085260e+01,5.221017e+03,3.257000e-08,1.208000e+04,,,3.232000e+06,Scyliorhinidae,Carcharhiniformes,Chondrichthyes,Chordata,MB,MASE,0iMcd,Ms,,biCi,D,O,2.888812e+02,,,,2.905698e+03,5.283088e+03,,,,,,1.719000e+01,,,2.560000e+03,5.200000e+03,1.460000e+01,,,7.900000e+01,1.000000e+02,2.000000e-01,6.795579e-02,2.911500e+02,,std,False,False,False
Porphyrio_martinica,1.428642e+03,9.772100e-01,9.528000e-02,3.587703e+02,7.312222e+03,1.639000e-11,1.269000e+03,,,8.583000e+04,Rallidae,Gruiformes,Aves,Chordata,A,THn TN,0iFm,Tnffm,,biCi biHl,Dg,O,5.272736e+00,,,,1.447185e+01,3.890640e+02,,,,,9.199111e+00,1.340000e+01,,,,2.150000e+02,,,,,,2.800000e-01,1.219594e-01,3.127500e+02,9.953200e+00,std,False,False,False
Porzana_carolina,1.382812e+03,9.732900e-01,9.528000e-02,4.799846e+02,7.301024e+03,3.454000e-12,7.614000e+02,,,1.624000e+04,Rallidae,Gruiformes,Aves,Chordata,B Dfa Dfb Dfc,THn,0iFm,Tnffm,Ms,biCi biHl,Dg,O,4.263063e+00,,,,7.621469e+00,4.530197e+02,,,,,3.358406e+00,6.350000e+00,,,,7.130000e+01,,,,,,2.800000e-01,1.970113e-01,3.127500e+02,8.761900e+00,std,False,False,False
Premnoplex_brunnescens,6.527220e+02,9.697300e-01,1.809300e-02,4.067893e+02,7.311240e+03,7.797000e-12,1.550000e+02,,7.572000e+02,1.959000e+03,Furnariidae,Passeriformes,Aves,Chordata,A,TN,0iTf,Tnwfm,,biCii,Dg,O,5.552744e+00,,,8.191818e+00,1.346997e+01,4.438996e+02,,,,2.639074e+00,7.917223e+00,2.200000e+00,,,,2.500000e+01,,,,,,2.800000e-01,4.505523e-02,3.147500e+02,,std,False,False,False
Prinia_maculosa,7.129832e+02,9.583000e-01,2.731700e-02,5.691868e+02,7.312399e+03,5.627000e-12,1.016000e+02,,5.688000e+02,1.415000e+03,Cisticolidae,Passeriformes,Aves,Chordata,BWk BSk,TPa,0iThf 0iTa 0iTd,Tnpf,Ml,biCi,Dg,O,2.858030e+00,,,4.560659e+00,7.965916e+00,4.438996e+02,,,,1.702629e+00,5.107886e+00,9.700000e-01,,,,8.700000e+00,,,,,,2.800000e-01,7.884665e-02,3.147500e+02,,std,False,False,False
Pristiophorus_cirratus,8.040876e+02,8.446000e-01,1.329000e-01,2.053000e+01,5.213000e+03,2.675000e-08,4.396000e+05,,,2.604000e+06,Pristiophoridae,Pristiophoriformes,Chondrichthyes,Chordata,MB,MIE,0iMcd,Mv,,biCi biCvf,D,O,5.860656e+02,,,,1.172131e+03,8.790984e+03,,,,,,8.419961e+02,,,2.345175e+04,8.500000e+04,3.200000e+01,,,9.700000e+01,1.490000e+02,2.000000e-01,8.531469e-03,2.881500e+02,,std,False,False,False
Pristis_pectinata,8.008267e+02,9.875000e-01,5.020000e-02,1.882000e+01,5.230000e+03,4.779000e-09,8.821000e+02,,,5.551000e+05,Pristidae,Rhinopristiformes,Chondrichthyes,Chordata,MA,MA,0iMcd,Mv,Ma,biCi biCvf,D,O,1.839431e+02,,,,2.729595e+03,1.320772e+04,,,,,,2.734774e+02,,,3.719930e+04,3.500000e+05,7.000000e+01,,,3.600000e+02,7.600000e+02,2.000000e-01,3.861378e-02,2.911500e+02,,std,False,False,False
Pristis_perotteti,6.513429e+03,9.934600e-01,4.642500e-02,2.490467e+02,5.212408e+03,6.051000e-10,2.649000e+03,,,2.155000e+05,Pristidae,Rhinopristiformes,Chondrichthyes,Chordata,MA,MC TN,0iMcd 0iMm 0iFe,Mv,Ma,biCi biCvf,D,O,1.056161e+02,,,,2.254298e+03,7.583583e+03,,,,,2.148682e+03,1.143675e+03,,,5.248575e+04,5.910000e+05,8.100000e+01,,,2.900000e+02,6.500000e+02,2.000000e-01,1.443908e-02,2.971500e+02,,std,False,False,False
