species,ab/m,ap/m,am,d_V,Wwb/i,Wwbjx/i,Wwp/i,Wwi,Ri,T_typical,acceleration,weaning,foetus,p_Am,kap,v,p_M,E_G,h_a,E_Hb/bjx,E_Hbjx/p,E_Hp
Salamandrina_perspicillata,1.020232e-02,3.852023e-01,3.640523e+03,2.800000e-01,2.198953e-03,1.154318e-02,3.717277e-01,1.910000e+00,1.977738e-01,2.911500e+02,,False,,1.926561e+01,7.345300e-01,8.160600e-02,1.152000e+01,7.347021e+03,4.415000e-10,1.768224e-01,1.983649e-02,3.119000e+03
Salvator_merianae,1.145362e-02,3.950492e-02,3.535751e+03,3.000000e-01,1.428571e-03,1.428571e-03,2.142857e-01,7.000000e+03,2.359012e-01,3.051500e+02,,False,,2.910635e+03,9.729400e-01,2.522900e-02,3.942191e+02,7.840903e+03,3.546000e-10,1.000000e+00,1.664875e-03,1.674000e+05
Sardina_pilchardus,2.739726e-03,1.250000e-01,4.688525e+03,2.000000e-01,2.232143e-06,2.232143e-06,1.785714e-01,1.120000e+02,1.432434e+03,2.881500e+02,,False,,3.960024e+02,9.450200e-01,1.718100e-02,3.961953e+02,5.197365e+03,4.056000e-08,3.217366e-02,1.154331e-04,3.013000e+03
Sceloporus_undulatus,1.446857e-02,3.236329e-02,1.795381e+03,3.000000e-01,3.111111e-02,3.111111e-02,3.833333e-01,1.800000e+01,1.706279e-01,2.971500e+02,,False,,5.415735e+02,5.573700e-01,1.257800e-02,2.178685e+02,7.833532e+03,5.781000e-09,1.000000e+00,3.745968e-02,2.480000e+04
Scomber_scombrus,2.112709e-03,1.000000e-01,1.698550e+04,2.000000e-01,1.964286e-08,1.964286e-08,6.250000e-02,2.800000e+03,3.781379e+03,2.851500e+02,,False,,7.758885e+01,8.567000e-01,3.233000e-02,3.369000e+01,5.219000e+03,8.440000e-09,3.516388e-03,1.106588e-04,1.351000e+05
Scophthalmus_maximus,7.653925e-04,1.173684e-01,4.626884e+04,2.000000e-01,1.212903e-08,2.038202e-05,7.741935e-02,1.550000e+04,6.816682e+03,2.831500e+02,,False,,1.076989e+02,6.681300e-01,4.023800e-02,2.892970e+01,5.221060e+03,3.670000e-09,1.012577e-03,1.061543e-04,3.071000e+06
Scyliorhinus_canicula,6.849315e-02,2.500000e-01,6.388925e+03,2.000000e-01,9.848485e-04,9.848485e-04,6.439394e-02,1.320000e+03,8.546038e-02,2.891500e+02,,False,,3.188324e+02,8.800000e-01,2.159000e-02,4.358070e+01,5.149000e+03,4.745000e-08,1.000000e+00,8.649414e-03,2.473000e+04
Semicossyphus_pulcher,1.135086e-04,7.547170e-02,1.934500e+04,2.000000e-01,8.000000e-09,8.000000e-09,5.000000e-02,1.600000e+04,8.500000e+04,2.931500e+02,,False,,3.829771e+02,3.804100e-01,7.479300e-02,7.397900e+00,5.304052e+03,1.588000e-10,9.997848e-01,1.067801e-07,4.351000e+06
Septifer_virgatus,2.283105e-04,8.356164e-02,2.771523e+03,9.000000e-02,2.160000e-07,2.160000e-07,1.721170e-02,5.810000e+00,4.329750e+03,2.981500e+02,,False,,6.110012e+00,8.641000e-01,2.986000e-02,6.137000e+00,2.357000e+03,3.685000e-10,1.301420e-01,6.660362e-05,3.701000e+01
Setonix_brachyurus,2.853150e-02,7.220829e-02,9.361508e+02,3.000000e-01,8.080000e-05,1.452000e-01,2.664000e-01,5.000000e+03,2.063770e-02,3.101500e+02,,True,,4.862859e+02,8.766900e-01,3.761400e-02,3.417630e+01,7.830467e+03,1.475100e-12,3.834584e-04,5.441986e-01,7.502960e+05
Silurus_glanis,2.397260e-04,8.089041e-02,2.920000e+04,2.000000e-01,1.052632e-08,1.052632e-08,3.947368e-02,1.140000e+05,9.369863e+03,2.931500e+02,,False,,5.542222e+02,8.507400e-01,2.116100e-02,1.815930e+01,5.230776e+03,1.957000e-10,9.993785e-01,1.716633e-07,9.373000e+05
Siren_lacertina,6.575342e-03,8.657534e-02,1.100643e+04,2.800000e-01,4.487916e-06,4.487916e-06,1.420000e-02,1.000000e+03,3.179958e+00,2.911500e+02,,False,,3.865523e+02,9.531000e-01,1.211300e-02,6.451790e+01,7.301684e+03,4.651000e-09,1.000000e+00,6.457047e-04,1.781000e+03
Smaug_giganteus,1.009532e-02,2.191507e-01,9.088500e+03,3.000000e-01,2.788845e-02,2.788845e-02,6.374502e-01,2.510000e+02,3.424658e-03,2.931500e+02,,False,,1.830321e+02,9.179800e-01,2.514500e-02,3.305850e+01,7.825197e+03,1.150000e-09,1.000000e+00,2.074024e-02,1.486000e+05
Smeringurus_mesaensis,1.709602e-01,4.781030e-01,1.350959e+03,1.700000e-01,5.909091e-03,5.909091e-03,7.272727e-01,2.200000e+00,9.958425e-02,2.981500e+02,,False,,1.373494e+01,9.433300e-01,3.889900e-02,3.026390e+01,4.447007e+03,1.127000e-09,1.988554e-02,2.508483e-01,7.662000e+02
Smutsia_gigantea,1.523288e-02,9.523288e-02,2.767984e+03,3.000000e-01,1.557632e-02,1.557632e-02,2.492212e-01,3.210000e+04,9.031845e-03,3.065500e+02,,True,,4.186975e+02,9.769100e-01,3.443700e-02,1.810900e+01,7.848619e+03,1.699000e-11,4.783223e-01,1.160439e-01,6.102000e+05
Smutsia_temminckii,1.342466e-02,9.342466e-02,2.767984e+03,3.000000e-01,2.111801e-02,2.111801e-02,4.968944e-01,1.610000e+04,9.031845e-03,3.065500e+02,,True,,5.046805e+02,9.722500e-01,3.560100e-02,2.772680e+01,7.834543e+03,5.888000e-12,3.813673e-01,8.499487e-02,8.777000e+05
Solea_solea,8.429926e-04,9.923077e-02,1.657159e+04,2.000000e-01,4.143462e-07,8.110300e-06,1.558980e-01,1.109700e+03,1.733463e+03,2.861500e+02,,False,,2.896690e+02,7.823900e-01,7.282600e-02,3.419550e+01,5.230688e+03,2.529000e-09,5.331352e-02,3.444217e-05,1.954000e+05
Sorex_araneus,1.019781e-01,2.714987e-01,2.349965e+02,3.000000e-01,5.238095e-02,9.047619e-01,9.761905e-01,8.400000e+00,2.451100e-01,3.114500e+02,,True,,3.624225e+03,9.564000e-01,2.317300e-01,2.241470e+03,7.853119e+03,8.992000e-12,3.752988e-03,1.720651e-01,1.167000e+05
Speleomantes_imperialis,2.788074e-02,2.337631e-01,9.963115e+03,2.800000e-01,1.116667e-02,1.116667e-02,3.717949e-01,7.800000e+00,1.706294e-02,2.881500e+02,,False,,7.704116e+01,7.851000e-01,1.416900e-02,3.656230e+01,7.302850e+03,8.635000e-09,1.000000e+00,2.005106e-02,5.092000e+03
Stagnicola_palustris,3.333333e-02,1.777778e-01,3.600000e+02,1.500000e-01,2.419943e-04,5.691123e-02,5.269558e-01,2.467000e-01,2.304151e+01,2.931500e+02,,False,,8.558485e+01,8.959000e-01,1.722000e-02,1.031000e+03,3.914000e+03,3.907000e-07,2.628350e-03,5.362771e-02,1.155000e+02
Stichopus_vastus,4.981320e-04,1.823163e-01,1.062311e+03,9.000000e-02,1.473684e-09,5.997337e-06,6.385965e-02,2.850000e+03,8.801565e+04,3.001500e+02,,False,,9.066790e+00,9.852700e-01,3.958600e-02,7.677900e+00,2.359650e+03,2.291000e-09,6.565558e-04,2.894774e-05,7.061000e+03
Streptocephalus_vitreus,4.166667e-02,5.083333e-01,3.000000e+01,1.700000e-01,7.692308e-04,7.692308e-04,3.384615e-01,7.647059e-03,1.050000e+01,2.931500e+02,,False,,1.798657e+02,9.881800e-01,4.080900e-02,8.740149e+03,4.447769e+03,7.497000e-05,8.430095e-04,9.782672e-01,3.451000e-01
Sympterygia_bonapartii,7.397260e-02,4.416438e-01,2.930328e+03,2.000000e-01,4.408940e-03,4.408940e-03,4.504671e-01,4.710000e+03,3.276084e-01,2.851500e+02,,False,,3.061727e+03,2.796400e-01,8.896400e-02,1.000773e+02,5.193594e+03,2.784000e-07,1.000000e+00,4.802423e-03,1.073000e+07
Symsagittifera_roscoffensis,1.095890e-02,3.123288e-01,4.402573e+02,5.000000e-02,1.818182e-04,1.818182e-04,2.164502e-01,2.310000e-02,1.243591e+01,2.911500e+02,,False,,3.714595e+00,9.000000e-01,2.307500e-02,9.935910e+01,1.305423e+03,2.235000e-07,1.078763e-03,4.006844e-01,1.315000e+00
Tachyglossus_aculeatus,1.835616e-03,1.018356e-01,6.514457e+03,3.000000e-01,1.000000e-04,3.947368e-01,1.000000e+00,3.800000e+03,7.675236e-03,3.046500e+02,,False,,1.356882e+03,9.992700e-01,4.969600e-02,1.440048e+02,7.822994e+03,2.385000e-12,7.260046e-05,1.409974e-01,4.271000e+04
Theropithecus_gelada,1.279253e-02,1.350148e-01,2.710002e+03,3.000000e-01,4.218182e-02,3.545455e-01,6.996479e-01,1.100000e+04,6.642061e-03,3.111500e+02,,True,,2.830902e+02,9.257600e-01,2.019900e-02,1.658410e+01,7.846048e+03,2.824000e-12,1.281728e-01,3.923814e-01,1.982000e+06
Tiliqua_rugosa,1.843813e-02,7.310527e-02,5.926072e+03,3.000000e-01,1.380753e-01,1.380753e-01,2.510460e-01,7.170000e+02,3.094757e-03,2.981500e+02,,False,,5.249409e+02,9.138300e-01,7.102700e-02,6.595720e+01,7.771442e+03,5.404000e-10,1.000000e+00,2.427035e-01,1.953000e+05
Trachurus_mediterraneus,8.219178e-05,5.008219e-02,1.966784e+04,2.000000e-01,1.662679e-07,1.662679e-07,1.997608e-02,1.672000e+03,2.847288e+02,2.901500e+02,,False,,2.386942e+02,9.664200e-01,2.648000e-02,3.843110e+01,5.230412e+03,7.532000e-10,3.855638e-01,1.513229e-05,2.948000e+03
Trachurus_trachurus,8.955396e-04,2.500000e-02,2.407259e+04,2.000000e-01,8.488964e-07,8.488964e-07,7.724958e-02,1.178000e+03,2.326297e+02,2.881500e+02,,False,,1.959727e+02,9.388000e-01,4.962000e-02,4.333000e+01,5.109000e+03,5.102000e-10,1.014419e-01,6.418073e-05,1.837000e+04
Trichiurus_lepturus_japonicus,4.047621e-04,2.779305e-02,6.681688e+03,2.000000e-01,8.500000e-08,8.500000e-08,1.600000e-02,5.000000e+03,7.205925e+02,2.911500e+02,,False,,1.377926e+03,9.661300e-01,2.288100e-02,2.673848e+02,5.206690e+03,1.019000e-08,2.934218e-01,5.826087e-06,3.105000e+03
Triturus_cristatus,2.446184e-03,6.115460e-02,2.197648e+04,2.800000e-01,3.301887e-04,3.301887e-04,1.273585e-01,1.060000e+01,7.644538e-01,2.831500e+02,,False,,1.559882e+02,8.007300e-01,4.316600e-02,6.533000e+01,7.307223e+03,1.767000e-09,9.956824e-02,1.655679e-02,2.518000e+03
Triturus_karelinii,6.226650e-03,2.334994e-01,7.827311e+03,2.800000e-01,3.301887e-04,3.301887e-04,1.622642e-01,1.060000e+01,8.432015e-01,2.861500e+02,,False,,1.059327e+02,7.188800e-01,4.404700e-02,3.821020e+01,7.305864e+03,2.210000e-08,1.000000e+00,1.447740e-03,5.023000e+03
Typhlichthys_subterraneus,5.222603e-02,3.864726e-01,2.846295e+03,2.000000e-01,1.405405e-03,1.405405e-03,1.378378e-01,3.700000e+00,7.026679e-02,2.861500e+02,,False,,6.578921e+01,9.282700e-01,2.454400e-02,4.533790e+01,5.218250e+03,5.562000e-07,1.000000e+00,7.134208e-03,1.982000e+02
Urechis_caupo,4.566210e-04,1.504566e-01,4.839877e+03,1.600000e-01,5.125000e-08,1.250000e-06,3.500000e-01,1.600000e+02,8.264673e+04,2.901500e+02,,False,,8.665241e+01,5.000000e-01,2.939800e-02,1.228450e+01,1.056366e+03,2.441000e-08,3.834116e-02,1.872332e-06,2.389000e+04
Ursus_maritimus,6.079858e-02,1.631242e-01,3.575745e+03,3.000000e-01,3.594595e-03,5.513514e-01,8.324324e-01,1.850000e+05,1.170479e-02,3.099500e+02,,True,,1.225729e+03,9.309500e-01,7.666000e-02,3.063680e+01,7.830453e+03,2.606000e-15,4.301172e-03,5.882249e-01,5.656000e+07
Varanus_bengalensis,7.102993e-03,9.969559e-02,6.235926e+03,3.000000e-01,1.083333e-02,1.083333e-02,4.166667e-02,7.200000e+03,8.659500e-02,2.981500e+02,,False,,2.071871e+02,3.737800e-01,1.954100e-01,4.157400e+00,7.859314e+03,1.073000e-10,1.000000e+00,1.677488e-01,4.682000e+06
Varanus_komodoensis,1.183109e-03,7.995165e-02,1.894026e+04,3.000000e-01,1.034483e-03,1.034483e-03,2.068966e-01,8.700000e+04,1.519977e-01,2.981500e+02,,False,,6.343436e+02,9.712000e-01,1.279600e-01,1.709580e+01,7.870024e+03,6.071000e-11,1.000000e+00,5.130996e-03,2.481000e+06
Wallabia_bicolor,2.790548e-02,1.414084e-01,1.094806e+03,3.000000e-01,4.170940e-05,2.632479e-02,4.786325e-01,1.462500e+04,2.112858e-02,3.096500e+02,,True,,5.431412e+02,7.026500e-01,2.853800e-02,2.386790e+01,7.841116e+03,1.235000e-11,1.427771e-03,4.795357e-02,8.185000e+06
Xantusia_vigilis,1.431421e-02,3.354151e-01,3.978500e+03,3.000000e-01,1.769231e-01,1.769231e-01,7.307692e-01,1.300000e+00,5.479452e-03,2.931500e+02,,False,,6.425039e+01,4.118600e-01,1.789700e-02,2.687060e+01,7.828979e+03,4.052000e-09,1.000000e+00,1.194463e-01,1.517000e+04
Xiphias_gladius,4.728028e-04,4.090909e-01,4.015000e+03,2.000000e-01,2.555576e-09,2.555576e-09,1.138462e-01,6.500000e+05,4.109589e+04,2.931500e+02,,False,,1.651206e+03,8.992600e-01,3.836800e-02,5.012570e+01,5.215637e+03,5.065000e-08,4.348756e-01,1.639478e-08,1.226000e+07
Zootoca_vivipara,8.275128e-03,2.080537e-01,4.600151e+03,3.000000e-01,3.800000e-02,3.800000e-02,4.400000e-01,5.000000e+00,1.863548e-02,2.868500e+02,,False,,5.162430e+02,7.251500e-01,2.376500e-02,3.444866e+02,7.837059e+03,1.533000e-07,1.000000e+00,3.551373e-02,6.375000e+03
