species,p_Am,kap,v,p_M,E_G,h_a,E_Hb,E_Hj,E_Hx,E_Hp,k_J,kap_R,kap_X,kap_P,family,order,class,phylum,climate,ecozone,habitat,embryo,migrate,food,gender,reprod,ab,ah,aj,ax,ap,am,tg,tb,tj,tx,tp,Wwb,Wwj,Wwx,Wwp,Wwi,Lb,Lj,Lx,Lp,Li,Ri,Ni,GSI,NR,d_V,T_typical,f,t_0,model,completeness,s_M,metamorphosis,weaning,foetus,genus
Salamandra_lanzai,2.763951e+02,9.836100e-01,8.550300e-02,1.153143e+02,7.266721e+03,2.702000e-08,1.169000e+01,1.526000e+02,,2.017000e+03,2.000000e-03,9.500000e-01,8.000000e-01,1.000000e-01,Salamandridae,Caudata,Amphibia,Chordata,ET,THp,biTg biTf,Fs,TT,biCi,Dg,O,6.854357e+03,,7.149491e+03,,1.860468e+04,4.700130e+04,,,2.951342e+02,,1.175033e+04,1.250000e-01,1.500000e+00,,8.000000e+00,2.000000e+01,1.300000e+00,3.400000e+00,,6.600000e+00,9.100000e+00,8.753557e-04,,,,2.800000e-01,2.791500e+02,1.000000e+00,,std,2.600000e+00,1.000000e+00,False,False,False,Salamandra
Salamandrina_perspicillata,1.926561e+01,7.345300e-01,8.160600e-02,1.152000e+01,7.347021e+03,4.415000e-10,1.094000e+01,6.187000e+01,,3.119000e+03,4.697300e-04,9.500000e-01,8.000000e-01,1.000000e-01,Salamandridae,Caudata,Amphibia,Chordata,Csa Cfb,THp,0jFc 0jTf,Fs,,biCi,Dg,O,3.714178e+01,,1.077167e+02,,1.402338e+03,3.640523e+03,,,7.057490e+01,,1.365196e+03,4.200000e-03,3.957521e-02,,7.100000e-01,1.910000e+00,5.350000e-01,1.130000e+00,,3.600000e+00,5.000000e+00,1.977738e-01,,,,2.800000e-01,2.911500e+02,1.000000e+00,,std,2.500000e+00,1.000000e+00,False,False,False,Salamandrina
Salpa_thompsoni,9.056720e+02,9.500000e-01,1.635000e-02,9.194836e+03,1.830540e+01,3.159000e-02,3.068000e-05,,4.654000e-04,9.287000e-02,2.000000e-03,9.500000e-01,7.000000e-01,1.000000e-01,Salpidae,Salpida,Thaliacea,Chordata,MB MC,MS,0jMp jiMb,Mp,Mo,biP,Hsf,Aa,1.742613e+01,,,,,1.742613e+02,,,,,,1.181250e-03,,,3.500000e-01,2.800000e+00,3.000000e-01,,,2.000000e+00,4.000000e+00,1.147702e+00,,,,7.000000e-04,2.781500e+02,1.000000e+00,,std,2.800000e+00,1.000000e+00,False,False,False,Salpa
Salvator_merianae,2.910635e+03,9.729400e-01,2.522900e-02,3.942191e+02,7.840903e+03,3.546000e-10,2.787000e+02,,,1.674000e+05,2.000000e-03,9.500000e-01,8.000000e-01,1.000000e-01,Teiidae,Squamata,Reptilia,Chordata,BSk BWk BWh,TN,0iTi 0iTa 0iTf,Tt,,biO,Dg,O,4.049713e+01,,,,1.396796e+02,3.535751e+03,,,,,9.918244e+01,1.000000e+01,,,1.500000e+03,7.000000e+03,,,,,9.100000e+01,2.359012e-01,,,,3.000000e-01,3.051500e+02,1.000000e+00,,std,2.500000e+00,1.000000e+00,False,False,False,Salvator
Salvelinus_alpinus,4.606913e+02,9.636200e-01,4.862500e-02,6.446120e+01,5.222329e+03,1.609000e-05,5.300000e+00,8.280000e+01,,6.483000e+04,2.000000e-03,9.500000e-01,8.000000e-01,1.000000e-01,Salmonidae,Salmoniformes,Actinopterygii,Chordata,MC ME Dfc ET,MAN MN TH,0jFr jiMpe,Fg,Mda,biCi jiCvf,D,O,2.501248e+02,1.340823e+02,,,3.884917e+03,6.360536e+03,,,,,,9.795575e-02,,,5.249816e+02,1.500000e+04,2.000000e+00,,,3.500000e+01,1.070000e+02,2.316652e+00,,,,2.000000e-01,2.831500e+02,1.000000e+00,,abj,2.500000e+00,2.471087e+00,True,False,False,Salvelinus
Salvelinus_willoughbii,7.199343e+01,9.600000e-01,4.486600e-02,7.701720e+01,5.223146e+03,2.834000e-07,1.420000e+00,1.050000e+03,,8.779000e+03,2.000000e-03,9.500000e-01,8.000000e-01,1.000000e-01,Salmonidae,Salmoniformes,Actinopterygii,Chordata,Cfb,THp,0jFl,Fg,,biCi jiCvf,D,O,2.554466e+02,,,,,1.272107e+04,,,,,,8.200000e-03,,,3.814400e+01,5.960000e+02,,,,1.500000e+01,3.750000e+01,1.930543e+00,,,,2.000000e-01,2.831500e+02,1.000000e+00,,abj,2.500000e+00,8.574431e+00,True,False,False,Salvelinus
Sander_vitreus,6.428694e+01,9.579900e-01,1.502300e-02,2.056920e+01,5.228722e+03,2.331000e-09,4.653000e-02,1.018000e+01,,6.268000e+04,2.112300e-03,9.500000e-01,8.000000e-01,1.000000e-01,Percidae,Perciformes,Actinopterygii,Chordata,Dwa Dfa,THn,0iFr 0iFl 0iFe,Fnm,Mp,biCi piCvf,D,O,2.187988e+01,,,,,1.543990e+04,,,,,,3.800000e-04,,,4.300000e+02,1.130000e+04,,,,3.600000e+01,1.070000e+02,1.149489e+03,,,,2.000000e-01,2.891500e+02,1.000000e+00,,abj,2.500000e+00,6.010009e+00,True,False,False,Sander
Sarcoramphus_papa,2.590825e+03,9.760500e-01,2.137900e-02,4.327649e+02,7.318236e+03,2.561000e-13,2.800000e+03,,3.498000e+04,9.559000e+04,1.777700e-02,9.500000e-01,8.000000e-01,1.000000e-01,Cathartidae,Cathartiformes,Aves,Chordata,A,TN,0iTf,Tnsfm,,biSvm biSvb,Dg,O,1.163626e+01,,,2.472581e+01,5.090489e+01,2.054917e+03,,,,1.308954e+01,3.926862e+01,1.230000e+02,,,3.800000e+03,4.000000e+03,,,,,,1.946550e-02,,,,2.800000e-01,3.131500e+02,1.000000e+00,,std,2.500000e+00,1.000000e+00,False,False,False,Sarcoramphus
Sarda_orientalis,9.825533e+01,9.928200e-01,2.547600e-02,3.616440e+01,5.231157e+03,7.591000e-09,1.254000e-02,4.725000e+00,,4.299000e+04,2.000000e-03,9.500000e-01,8.000000e-01,1.000000e-01,Scombridae,Scombriformes,Actinopterygii,Chordata,MA,MI MPSW,0jMp jiMcp,Mp,Mo,bjPz jiCi jiCvf,D,O,2.336818e+00,,,,,8.529386e+02,,,,,,6.000000e-04,,,1.330000e+03,1.340000e+04,,,,4.780000e+01,1.020000e+02,2.617598e+03,,,,2.000000e-01,3.007500e+02,1.000000e+00,,abj,2.500000e+00,7.185169e+00,True,False,False,Sarda
Sarda_sarda,6.027497e+04,9.651300e-01,2.547600e-02,2.269199e+04,5.239125e+03,1.591000e-06,1.281000e-03,1.355000e-03,,3.872000e+04,2.000000e-03,9.500000e-01,8.000000e-01,1.000000e-01,Scombridae,Scombriformes,Actinopterygii,Chordata,MB,MA MAm MAbl,0jMp jiMcp,Mp,Mo,bjPz jiCi jiCvf,D,O,9.383694e+00,,,,,4.892926e+03,,,,,,6.000000e-04,,,5.850000e+02,9.700000e+03,,,,3.780000e+01,9.140000e+01,4.563016e+02,,,,2.000000e-01,2.838500e+02,1.000000e+00,,abj,2.500000e+00,1.039477e+00,True,False,False,Sarda
Sardina_pilchardus,3.960024e+02,9.450200e-01,1.718100e-02,3.961953e+02,5.197365e+03,4.056000e-08,1.119000e-02,3.478000e-01,,3.013000e+03,2.000000e-03,9.500000e-01,8.000000e-01,1.000000e-01,Alosidae,Clupeiformes,Actinopterygii,Chordata,MB MC,MAE,0iMpe,Mpe,Mo,biPz,D,O,1.284527e+01,,,,5.860656e+02,4.688525e+03,,,,,,2.500000e-04,,,2.000000e+01,1.120000e+02,5.000000e-01,,,1.300000e+01,2.380000e+01,1.432434e+03,,,,2.000000e-01,2.881500e+02,1.000000e+00,,abj,2.500000e+00,2.414187e+00,True,False,False,Sardina
Sardinella_albella,2.746854e+03,7.700000e-01,2.126900e-02,2.089998e+03,5.228824e+03,1.081000e-08,2.115000e-02,2.116000e-02,,5.649000e+04,2.000000e-03,9.500000e-01,8.000000e-01,1.000000e-01,Dorosomatidae,Clupeiformes,Actinopterygii,Chordata,MA,MI MPSW,0iMpe 0iMr,Mpe,Mo,biPz,D,O,3.293736e+00,,,,4.007379e+02,3.205903e+03,,,,,,3.200000e-04,,,7.545044e+00,2.840000e+01,,,,9.000000e+00,1.400000e+01,2.994476e+02,,,,2.000000e-01,2.921500e+02,1.000000e+00,,abj,2.500000e+00,1.000144e+00,True,False,False,Sardinella
Sardinella_aurita,3.280427e+02,9.514000e-01,2.895000e-02,9.378000e+01,5.210000e+03,5.553000e-08,1.307000e-02,1.573000e-02,,3.859000e+03,2.000000e-03,9.500000e-01,8.000000e-01,1.000000e-01,Dorosomatidae,Clupeiformes,Actinopterygii,Chordata,MB,MAW MAE,0iMpe 0iMr,Mpe,Mo,biPz,D,O,4.391648e+00,,,,4.940604e+02,2.404427e+03,,,,,,1.984000e-04,,,3.009801e+01,1.660000e+02,3.000000e-01,,,1.600000e+01,2.842000e+01,1.821640e+02,,,,2.000000e-01,2.921500e+02,1.000000e+00,,abj,2.600000e+00,1.063039e+00,True,False,False,Sardinella
Sardinella_brasiliensis,6.948408e+01,9.500200e-01,1.342200e-01,1.213420e+01,5.238048e+03,4.467000e-09,7.769000e-02,7.770000e-02,,1.194000e+04,6.923600e-04,9.500000e-01,8.000000e-01,1.000000e-01,Dorosomatidae,Clupeiformes,Actinopterygii,Chordata,MA,MAW,0iMpe 0iMr,Mpe,Mo,biPz,D,O,1.662339e+00,,,,7.584422e+02,2.336002e+03,,,,,,3.200000e-04,,,5.385495e+01,1.780000e+02,,,,1.920000e+01,2.860000e+01,7.680216e+01,,,,2.000000e-01,2.951500e+02,1.000000e+00,,abj,2.500000e+00,1.000043e+00,True,False,False,Sardinella
Sardinella_fimbriata,1.326381e+02,8.750500e-01,2.113100e-02,4.072740e+01,5.208734e+03,2.231000e-09,9.366000e-02,9.467000e-02,,8.697000e+03,2.000000e-03,9.500000e-01,8.000000e-01,1.000000e-01,Dorosomatidae,Clupeiformes,Actinopterygii,Chordata,MA,MI MPSW,0iMpe 0iMr,Mpe,Mo,biPz,D,O,1.837717e+00,,,,,1.341534e+03,,,,,,3.200000e-04,,,1.340000e+01,5.260000e+01,,,,1.200000e+01,1.900000e+01,3.636495e+02,,,,2.000000e-01,3.017500e+02,1.000000e+00,,abj,2.500000e+00,1.003539e+00,True,False,False,Sardinella
Sardinella_gibbosa,5.432931e+02,9.795700e-01,4.328500e-02,1.416388e+02,5.225586e+03,3.777000e-09,9.450000e-03,1.249000e-02,,1.376000e+03,2.000000e-03,9.500000e-01,8.000000e-01,1.000000e-01,Dorosomatidae,Clupeiformes,Actinopterygii,Chordata,MA,MI MPSW,0iMpe 0iMr,Mpe,Mo,biPz,D,O,1.265535e+00,,,,2.309602e+02,1.847682e+03,,,,,,3.200000e-04,,,2.068339e+01,2.610000e+02,,,,1.280000e+01,2.980000e+01,3.160718e+02,,,,2.000000e-01,2.981500e+02,1.000000e+00,,abj,2.500000e+00,1.096284e+00,True,False,False,Sardinella
Sardinella_lemuru,6.782181e+01,9.699800e-01,2.207900e-02,1.836720e+01,5.230017e+03,3.335000e-09,1.747000e-02,2.725000e-02,,3.693000e+03,2.000000e-03,9.500000e-01,8.000000e-01,1.000000e-01,Dorosomatidae,Clupeiformes,Actinopterygii,Chordata,MA,MI MPSW,0iMpe 0iMr,Mpe,Mo,biPz,D,O,1.971904e+00,,,,,1.439490e+03,,,,,,1.800000e-04,,,2.750000e+01,1.196000e+02,,,,1.430000e+01,2.300000e+01,1.420503e+02,,,,2.000000e-01,3.009500e+02,1.000000e+00,,abj,2.600000e+00,1.159060e+00,True,False,False,Sardinella
Sardinella_longiceps,3.042521e+03,9.726700e-01,2.029700e-02,2.406186e+03,5.229976e+03,4.955000e-08,1.921000e-03,6.552000e-03,,7.196000e+04,2.000000e-03,9.500000e-01,8.000000e-01,1.000000e-01,Dorosomatidae,Clupeiformes,Actinopterygii,Chordata,MA,MI MPSW,0iMpe 0iMr,Mpe,Mo,biPz,D,O,1.265535e+00,,,,2.309602e+02,6.928806e+02,,,,,,3.200000e-04,,,7.118841e+01,2.000000e+02,,,,1.630000e+01,2.300000e+01,4.069965e+02,,,,2.000000e-01,2.981500e+02,1.000000e+00,,abj,2.500000e+00,1.472788e+00,True,False,False,Sardinella
Sardinella_maderensis,2.836263e+02,9.407400e-01,2.071900e-02,7.822070e+01,5.211821e+03,2.089000e-08,2.497000e-02,3.994000e-02,,4.027000e+03,2.000000e-03,9.500000e-01,8.000000e-01,1.000000e-01,Dorosomatidae,Clupeiformes,Actinopterygii,Chordata,MB,MAE,0iMpe 0iMr,Mpe,Mo,biPz,D,O,5.468391e+00,,,,,2.661284e+03,,,,,,3.200000e-04,,,2.110000e+01,2.430000e+02,,,,1.340000e+01,3.000000e+01,2.483012e+02,,,,2.000000e-01,2.941500e+02,1.000000e+00,,abj,2.500000e+00,1.167596e+00,True,False,False,Sardinella
Sardinella_melanura,6.565721e+01,9.661900e-01,2.150200e-02,1.891450e+01,5.228778e+03,2.882000e-09,1.982000e-02,3.083000e-02,,3.274000e+03,2.000000e-03,9.500000e-01,8.000000e-01,1.000000e-01,Dorosomatidae,Clupeiformes,Actinopterygii,Chordata,MA,MI MPSW,0iMpe 0iMr,Mpe,Ma,biPz,D,O,1.903540e+00,,,,,1.389584e+03,,,,,,1.800000e-04,,,2.140000e+01,9.740000e+01,,,,1.230000e+01,2.030000e+01,1.471519e+02,,,,2.000000e-01,3.013500e+02,1.000000e+00,,abj,2.600000e+00,1.157921e+00,True,False,False,Sardinella
Sardinella_sindensis,5.405084e+01,9.700800e-01,2.601700e-02,1.579850e+01,5.228529e+03,3.296000e-09,2.005000e-02,2.016000e-02,,7.857000e+02,2.000000e-03,9.500000e-01,8.000000e-01,1.000000e-01,Dorosomatidae,Clupeiformes,Actinopterygii,Chordata,MA,MIW,0iMpe 0iMr,Mpe,Ma,biPz,D,O,2.135571e+00,,,,,1.558967e+03,,,,,,1.800000e-04,,,6.000000e+00,5.350000e+01,,,,9.000000e+00,1.860000e+01,5.850029e+01,,,,2.000000e-01,3.000500e+02,1.000000e+00,,abj,2.600000e+00,1.001818e+00,True,False,False,Sardinella
Sardinella_tawilis,5.642941e+01,6.950600e-01,1.928300e-02,2.243940e+01,5.224894e+03,7.273000e-09,4.383000e-01,8.149000e-01,,8.300000e+03,2.000000e-03,9.500000e-01,8.000000e-01,1.000000e-01,Dorosomatidae,Clupeiformes,Actinopterygii,Chordata,MA,MPSW,0iMpe 0iMr,Mpe,Mo,biPz,D,O,2.313931e+00,,,,,1.266877e+03,,,,,,3.200000e-04,,,4.000000e+00,1.580000e+01,,,,7.600000e+00,1.200000e+01,1.164217e+02,,,,2.000000e-01,2.991500e+02,1.000000e+00,,abj,2.600000e+00,1.226847e+00,True,False,False,Sardinella
Sardinella_zunasi,1.048448e+02,9.126400e-01,2.219900e-02,7.889640e+01,5.216495e+03,2.375000e-08,8.142000e-02,1.937000e+00,,8.787000e+03,2.000000e-03,9.500000e-01,8.000000e-01,1.000000e-01,Dorosomatidae,Clupeiformes,Actinopterygii,Chordata,MA,MPNW,0iMpe 0iMr,Mpe,Mo,biPz,D,O,4.113402e+00,,,,,2.252088e+03,,,,,,3.200000e-04,,,1.640000e+01,8.530000e+01,,,,1.050000e+01,1.800000e+01,1.566547e+02,,,,2.000000e-01,2.928500e+02,1.000000e+00,2.104126e+02,abj,2.600000e+00,2.844812e+00,True,False,False,Sardinella
Sargocentron_diadema,1.260834e+02,9.920000e-01,2.335000e-02,3.825150e+01,5.219041e+03,4.475000e-10,5.258000e-03,,,2.538000e+02,2.000000e-03,9.500000e-01,8.000000e-01,1.000000e-01,Holocentridae,Holocentriformes,Actinopterygii,Chordata,MA,MI MPSW,0jMp jiMr,Mp,,bjPz jiCi,D,O,1.840200e+00,,,,,2.722998e+03,,,,,,2.680000e-04,,,8.000000e+00,7.530000e+01,,,,8.000000e+00,1.700000e+01,2.974663e+01,,,,2.000000e-01,3.008500e+02,1.000000e+00,,std,1.500000e+00,1.000000e+00,False,False,False,Sargocentron
Sargocentron_microstoma,1.833647e+02,9.946800e-01,2.335000e-02,4.377410e+01,5.219758e+03,5.556000e-10,2.802000e-03,,,2.804000e+02,2.000000e-03,9.500000e-01,8.000000e-01,1.000000e-01,Holocentridae,Holocentriformes,Actinopterygii,Chordata,MA,MI MPSW,0jMp jiMr,Mp,,bjPz jiCi,D,O,1.626821e+00,,,,,2.699044e+03,,,,,,2.680000e-04,,,1.560000e+01,1.970000e+02,,,,9.000000e+00,2.000000e+01,4.890620e+01,,,,2.000000e-01,3.009500e+02,1.000000e+00,,std,1.500000e+00,1.000000e+00,False,False,False,Sargocentron
Sargocentron_rubrum,1.404824e+02,7.106400e-01,2.335000e-02,1.643170e+01,5.232846e+03,7.495000e-10,2.470000e-01,,,5.844000e+04,2.000000e-03,9.500000e-01,8.000000e-01,1.000000e-01,Holocentridae,Holocentriformes,Actinopterygii,Chordata,MA,MI MPSW,0jMp jiMr,Mp,,bjPz jiCi,D,O,1.680340e+00,,,,,2.628532e+03,,,,,,2.680000e-04,,,5.100000e+01,5.130000e+02,,,,1.470000e+01,3.200000e+01,3.686468e+03,,,,2.000000e-01,3.012500e+02,1.000000e+00,,std,1.500000e+00,1.000000e+00,False,False,False,Sargocentron
Saucerottia_tobaci,8.303712e+02,7.601400e-01,2.035400e-02,7.367788e+02,7.320062e+03,1.518000e-11,4.519000e+02,,2.066000e+03,4.254000e+03,3.030000e-02,9.500000e-01,8.000000e-01,1.000000e-01,Trochilidae,Apodiformes,Aves,Chordata,Aw Af,TN,0iTf,Tnpf,TT,biCi xiHn,Dg,O,3.368392e+00,,,6.890920e+00,1.393597e+01,6.122488e+02,,,,3.522528e+00,1.056758e+01,6.500000e-01,,,4.655000e+00,4.900000e+00,,,,,,8.166614e-02,,,,2.800000e-01,3.112500e+02,1.000000e+00,,std,2.500000e+00,1.000000e+00,False,False,False,Saucerottia
Sauromalus_ater,1.322898e+02,3.417100e-01,4.195200e-02,7.924400e+00,7.866840e+03,6.481000e-09,7.700000e+04,,,1.023000e+06,6.000000e-04,9.500000e-01,8.000000e-01,1.000000e-01,Iguanidae,Squamata,Reptilia,Chordata,BWh,THn,0iTd,Tnt,,biH,Dg,O,6.647686e+00,,,,,2.574643e+03,,,,,,7.500000e+00,,,5.379829e+01,1.407038e+02,7.000000e+00,,,1.350000e+01,1.860000e+01,2.889721e-02,,,,3.000000e-01,3.051500e+02,1.000000e+00,,std,2.600000e+00,1.000000e+00,False,False,False,Sauromalus
Saxicola_rubetra,1.096469e+03,9.381200e-01,3.136400e-02,6.949663e+02,7.325004e+03,4.366000e-12,2.510000e+02,,1.028000e+03,2.878000e+03,2.814900e-02,9.500000e-01,8.000000e-01,1.000000e-01,Muscicapidae,Passeriformes,Aves,Chordata,B C D,THp,0iThh,Tnpf,Ml,biCi,Dg,O,2.858030e+00,,,3.952577e+00,6.141671e+00,3.062907e+02,,,,1.094547e+00,3.283641e+00,1.700000e+00,,,1.995000e+01,2.100000e+01,,,,,,2.815952e-01,,,,2.800000e-01,3.147500e+02,1.000000e+00,,std,2.500000e+00,1.000000e+00,False,False,False,Saxicola
Saxicola_rubicola,1.175864e+03,7.456500e-01,3.393200e-02,6.691466e+02,7.348296e+03,4.598000e-13,1.370000e+03,,7.584000e+03,1.666000e+04,2.610500e-02,9.500000e-01,8.000000e-01,1.000000e-01,Muscicapidae,Passeriformes,Aves,Chordata,B C,THp,0iTd 0iThh 0iTg,Tnsf,Ml,biCi,Dg,O,2.858030e+00,,,4.560659e+00,7.965916e+00,3.906317e+02,,,,1.702629e+00,5.107886e+00,1.700000e+00,,,1.406000e+01,1.480000e+01,,,,,,2.815952e-01,,,,2.800000e-01,3.147500e+02,1.000000e+00,,std,2.500000e+00,1.000000e+00,False,False,False,Saxicola
Saxicola_torquatus,8.675449e+02,8.635600e-01,4.078600e-02,4.398386e+02,7.315562e+03,6.222000e-13,9.921000e+02,,5.465000e+03,1.368000e+04,1.849100e-02,9.500000e-01,8.000000e-01,1.000000e-01,Muscicapidae,Passeriformes,Aves,Chordata,B C,THp TPa,0iTd 0iThh 0iTg,Tnsf,,biCi,Dg,O,2.858030e+00,,,4.560659e+00,7.965916e+00,3.906317e+02,,,,1.702629e+00,5.107886e+00,2.200000e+00,,,1.995000e+01,2.100000e+01,,,,,,2.815952e-01,,,,2.800000e-01,3.147500e+02,1.000000e+00,,std,2.500000e+00,1.000000e+00,False,False,False,Saxicola
Sayornis_phoebe,1.124573e+03,8.368300e-01,2.602700e-02,6.910024e+02,7.317116e+03,6.574000e-13,6.247000e+02,,4.226000e+03,9.892000e+03,2.879600e-02,9.500000e-01,8.000000e-01,1.000000e-01,Tyrannidae,Passeriformes,Aves,Chordata,Cfa Dfa Dfb,THn,0iTi,Tnpf,Ms,biCii,Dg,O,3.266320e+00,,,5.455414e+00,9.833602e+00,4.572166e+02,,,,2.189094e+00,6.567282e+00,1.650000e+00,,,1.871500e+01,1.970000e+01,,,,,,2.252762e-01,,,,2.800000e-01,3.147500e+02,1.000000e+00,,std,2.500000e+00,1.000000e+00,False,False,False,Sayornis
Scaphirhynchus_platorynchus,2.588985e+02,8.846800e-01,1.657300e-01,1.370920e+01,5.238374e+03,1.483000e-10,4.137000e+00,,,4.904000e+05,2.000000e-03,9.500000e-01,8.000000e-01,1.000000e-01,Acipenseridae,Acipenseriformes,Actinopterygii,Chordata,Cfa Dfa,THn,0iFr,Fg,Mp,biCi biCvf,D,O,5.489560e+00,,,,2.610286e+03,1.723173e+04,,,,,2.604796e+03,8.200000e-03,,,8.055313e+02,6.200000e+03,,,,5.470000e+01,1.080000e+02,1.278067e+02,,,,2.000000e-01,2.921500e+02,1.000000e+00,,std,2.500000e+00,1.000000e+00,False,False,False,Scaphirhynchus
Scaphirhynchus_suttkusi,1.812855e+02,9.373200e-01,2.672700e-01,1.588120e+01,5.233459e+03,5.791000e-10,4.279000e+00,,,3.440000e+05,9.562900e-04,9.500000e-01,8.000000e-01,1.000000e-01,Acipenseridae,Acipenseriformes,Actinopterygii,Chordata,Cfb Dfb Dfc,THn,0iFr,Fg,Mp,biCi biCvf,D,O,1.559614e+01,,,,2.019286e+03,8.014757e+03,,,,,2.003689e+03,1.410000e-02,,,2.185708e+02,1.400000e+03,,,,4.200000e+01,7.800000e+01,9.981587e+00,,,,2.000000e-01,2.921500e+02,1.000000e+00,,std,2.000000e+00,1.000000e+00,False,False,False,Scaphirhynchus
Sceloporus_grammicus,7.518067e+02,7.636100e-01,2.146500e-02,4.320993e+02,7.843832e+03,3.403000e-07,8.529000e+02,,,2.212000e+04,2.000000e-03,9.500000e-01,8.500000e-01,1.000000e-01,Phrynosomatidae,Squamata,Reptilia,Chordata,Am,TN,0iTf 0iTg,Tv,,biCi,Dg,O,2.882983e+01,,,,,3.624173e+03,,,,,,9.338283e-01,,,7.470626e+00,1.433000e+01,2.000000e+00,,,4.000000e+00,4.970000e+00,1.922399e-02,,,,3.000000e-01,2.871500e+02,1.000000e+00,,std,2.600000e+00,1.000000e+00,False,False,False,Sceloporus
Sceloporus_jarrovii,1.935161e+02,5.614500e-01,2.305000e-02,4.039020e+01,7.827272e+03,8.308000e-08,1.947000e+03,,,2.881000e+04,2.000000e-03,9.500000e-01,8.500000e-01,1.000000e-01,Phrynosomatidae,Squamata,Reptilia,Chordata,BWh,THn,0iTht,Tv,,biCi,Dg,O,9.000000e+01,,,,,7.248345e+03,,,,,,8.688493e-01,,,7.818698e+00,4.330000e+01,2.500000e+00,,,5.200000e+00,9.200000e+00,2.207400e-02,,,,3.000000e-01,2.871500e+02,1.000000e+00,,std,2.500000e+00,1.000000e+00,False,False,False,Sceloporus
Sceloporus_occidentalis,6.736784e+02,7.859900e-01,1.376800e-02,3.941232e+02,7.782960e+03,5.109000e-09,5.931000e+02,,,1.290000e+04,2.000000e-03,9.500000e-01,2.288800e-01,1.000000e-01,Phrynosomatidae,Squamata,Reptilia,Chordata,Cfa Dfa BSk,THn,0iTf 0iTh 0iTg,Tt,,biCi,Dg,O,2.597660e+01,,,,,1.795381e+03,,,,,,7.500000e-01,,,6.900000e+00,1.800000e+01,2.500000e+00,,,5.800000e+00,8.000000e+00,6.812001e-02,,,,3.000000e-01,2.971500e+02,1.000000e+00,,std,2.500000e+00,1.000000e+00,False,False,False,Sceloporus
Sceloporus_spinosus,6.045244e+03,9.055100e-01,2.037500e-02,5.298131e+03,7.845160e+03,1.670000e-07,1.842000e+02,,,1.184000e+04,2.000000e-03,9.500000e-01,8.500000e-01,1.000000e-01,Phrynosomatidae,Squamata,Reptilia,Chordata,Am,TN,0iTf 0iTh,Tns,,biCi,Dg,O,1.499151e+01,,,,,4.349007e+03,,,,,,1.322752e+00,,,1.972870e+01,4.854000e+01,3.250000e+00,,,8.000000e+00,1.080000e+01,4.066612e-02,,,,3.000000e-01,2.871500e+02,1.000000e+00,,std,2.600000e+00,1.000000e+00,False,False,False,Sceloporus
Sceloporus_undulatus,5.415735e+02,5.573700e-01,1.257800e-02,2.178685e+02,7.833532e+03,5.781000e-09,9.290000e+02,,,2.480000e+04,2.000000e-03,9.500000e-01,8.000000e-01,1.000000e-01,Phrynosomatidae,Squamata,Reptilia,Chordata,Cfa Dfa BSk,THn,0iTf 0iTh,Tt,,biCi,Dg,O,2.597660e+01,,,,5.810443e+01,1.795381e+03,,,,,,5.600000e-01,,,6.900000e+00,1.800000e+01,2.500000e+00,,,5.800000e+00,8.000000e+00,1.706279e-01,,,,3.000000e-01,2.971500e+02,1.000000e+00,,std,2.500000e+00,1.000000e+00,False,False,False,Sceloporus
Schiffornis_turdina,8.787430e+02,9.681500e-01,2.585200e-02,4.957202e+02,7.326295e+03,7.332000e-12,2.307000e+02,,1.295000e+03,3.160000e+03,2.000000e-02,9.500000e-01,8.000000e-01,1.000000e-01,Tityridae,Passeriformes,Aves,Chordata,Af Am,TN,0iTf,Tnpf,,biCi,Dg,O,4.287045e+00,,,6.719371e+00,1.158402e+01,3.995097e+02,,,,2.432327e+00,7.296980e+00,3.000000e+00,,,3.011500e+01,3.170000e+01,,,,,,4.505523e-02,,,,2.800000e-01,3.147500e+02,1.000000e+00,,std,2.500000e+00,1.000000e+00,False,False,False,Schiffornis
Schilbe_intermedius,1.884047e+01,9.960200e-01,1.900000e-02,2.080200e+01,5.226005e+03,6.151000e-10,2.622000e-03,3.290000e+00,,1.532000e+02,2.000000e-03,9.500000e-01,8.000000e-01,1.000000e-01,Schilbeidae,Siluriformes,Actinopterygii,Chordata,A,TPa,biFr,Fnf,Mp,biPz,D,O,3.439612e+00,,,,,1.931475e+03,,,,,,1.500000e-04,,,8.100000e+00,1.100000e+03,,,,1.000000e+01,5.000000e+01,3.209983e+02,,,,2.000000e-01,3.001500e+02,1.000000e+00,,abj,2.500000e+00,1.070198e+01,True,False,False,Schilbe
Schilbe_mandibularis,6.457153e+01,9.611900e-01,2.200000e-02,2.781710e+01,5.219001e+03,1.324000e-09,6.833000e-02,4.672000e+00,,4.522000e+03,2.000000e-03,9.500000e-01,8.000000e-01,1.000000e-01,Schilbeidae,Siluriformes,Actinopterygii,Chordata,A,TPa,biFr,Fnf,Mp,biPz,D,O,3.439612e+00,,,,,1.931475e+03,,,,,,5.200000e-04,,,2.820000e+01,1.240000e+03,,,,1.480000e+01,5.000000e+01,1.035478e+03,,,,2.000000e-01,3.001500e+02,1.000000e+00,,abj,2.500000e+00,4.067534e+00,True,False,False,Schilbe
