Row,p_Am,kap,v,p_M,E_G,h_a,E_Hb,E_Hj,E_Hx,E_Hp,k_J,kap_R,kap_X,kap_P,family,order,class,phylum,climate,ecozone,habitat,embryo,migrate,food,gender,reprod,ab,ah,aj,ax,ap,am,tg,tb,tj,tx,tp,Wwb,Wwj,Wwx,Wwp,Wwi,Lb,Lj,Lx,Lp,Li,Ri,Ni,GSI,NR,d_V,T_typical,f,t_0,model,completeness
Spratelloides_delicatulus,50.3395762606011,0.99754,0.022287,183.3963,5224.4387,9.289e-07,0.0004346,0.03088,NaN,6.329,0.002,0.95,0.8,0.1,Spratelloididae,Clupeiformes,Actinopterygii,Chordata,MA,MPW MI,0iMcp 0iMr,Fpe,Mo,biPz,D,O,NaN,NaN,NaN,NaN,NaN,87.8577793191024,NaN,NaN,NaN,NaN,NaN,4.8e-05,NaN,NaN,NaN,1.97,NaN,NaN,NaN,4,7,9.74682855593846,NaN,NaN,NaN,0.2,301.25,1,NaN,abj,2.5
Spratelloides_gracilis,92.0672426163618,0.99023,0.025002,149.0424,5221.7985,4.322e-06,0.001503,0.02898,NaN,18.52,0.002,0.95,0.8,0.1,Spratelloididae,Clupeiformes,Actinopterygii,Chordata,MA,MPW MI,0iMcp 0iMr,Fpe,Mo,biPz,D,O,NaN,NaN,NaN,NaN,NaN,115.796488742753,NaN,NaN,NaN,NaN,NaN,4.8e-05,NaN,NaN,NaN,7.69,NaN,NaN,NaN,4,10.5,57.0015935303973,NaN,NaN,NaN,0.2,298.15,1,NaN,abj,2.6
Spratelloides_lewisi,45.7480740620262,0.99603,0.023939,152.1824,5228.2251,8.009e-07,0.0007763,0.03173,NaN,1.665,0.002,0.95,0.8,0.1,Spratelloididae,Clupeiformes,Actinopterygii,Chordata,MA,MPW,0iMcp,Fpe,Mo,biPz,D,O,NaN,NaN,NaN,NaN,NaN,82.6120446957952,NaN,NaN,NaN,NaN,NaN,4.8e-05,NaN,NaN,NaN,1.43,NaN,NaN,NaN,2.3,6,10.674707971484,NaN,NaN,NaN,0.2,301.95,1,NaN,abj,2.5
Sprattus_fuegensis,488.772180514685,0.89647,0.024161,444.9642,5230.1976,1.614e-07,0.06542,0.2836,NaN,3865,0.002,0.95,0.8,0.1,Clupeidae,Clupeiformes,Actinopterygii,Chordata,MC,MASW,0iMpe,Mpe,Mo,biPz,D,O,NaN,NaN,NaN,NaN,NaN,18703.5924364552,NaN,NaN,NaN,NaN,NaN,0.00051,NaN,NaN,6.3,21.4,NaN,NaN,NaN,12,18,3.95423500866323,NaN,NaN,NaN,0.2,280.95,1,NaN,abj,2.5
Sprattus_sprattus,2124.67643984381,0.63257,0.015872,1827.2876,5231.8937,1.074e-07,0.07403,0.1923,NaN,18270,0.002,0.95,0.8,0.1,Clupeidae,Clupeiformes,Actinopterygii,Chordata,MB MC,MAE,0iMpe,Mpe,Mo,biPz,D,O,NaN,NaN,NaN,NaN,NaN,3911.73534193257,NaN,NaN,NaN,NaN,NaN,0.00051,NaN,NaN,9.08,28.6,NaN,NaN,NaN,11,16,121.166172700691,NaN,NaN,NaN,0.2,288.15,1,-63.8695,abj,2.6
Squalius_cephalus,338.053800013182,0.91031,0.015811,37.0411,5232.3513,2.848e-08,0.04055,0.06414,NaN,14780,0.002,0.95,0.8,0.1,Leuciscidae,Cypriniformes,Actinopterygii,Chordata,Csa Dfa,THp,0iFc 0iFl,Fg,,bjCi piO,D,O,11.5280758092004,4.94060391822876,NaN,NaN,NaN,10373.3606428375,NaN,NaN,NaN,NaN,1084.15744673481,0.151,NaN,NaN,NaN,5000,0.785,NaN,NaN,19.18,70,374.309517439751,NaN,NaN,NaN,0.2,292.15,1,NaN,abj,2.7
Squalius_cii,7.36477348282353,0.96149,0.019869,14.9682,5232.2265,4.353e-10,0.8293,2683,NaN,2684,0.002,0.95,0.8,0.1,Leuciscidae,Cypriniformes,Actinopterygii,Chordata,Csa,THp,0iFp 0iFm,Fh,,biCi jiHl jiD,D,O,NaN,NaN,NaN,NaN,NaN,4247.27648933516,NaN,NaN,NaN,NaN,NaN,0.0042,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.6,27.5,NaN,NaN,5,NaN,0.2,295.15,1,NaN,abj,2.5
Squalius_pyrenaicus,6.70677227446665,0.79966,0.019537,7.2337,5244.2611,5.573e-09,1.128,718.5,NaN,6252,0.00041508,0.95,0.8,0.1,Leuciscidae,Cypriniformes,Actinopterygii,Chordata,BSk Csa,THp,0iFp 0iFm,Fh,,biCi jiHl jiD,D,O,NaN,NaN,NaN,NaN,NaN,2123.63824466758,NaN,NaN,NaN,NaN,NaN,0.0009,NaN,NaN,4.3,262,NaN,NaN,NaN,7,26,98.8868987113536,NaN,NaN,NaN,0.2,295.15,1,NaN,abj,2.5
Squalus_acanthias,558.823688394951,0.84851,0.02774,34.3632,5212.3151,2.076e-09,7096,NaN,NaN,300600,0.002,0.95,0.8,0.1,Squalidae,Squaliformes,Chondrichthyes,Chordata,MB MC,MAN MAm MAS,0iMcd,Mv,Mo,biCi biCvf,D,O,1999.4367092265,NaN,NaN,NaN,6346.03825102325,84613.8433469767,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,950,NaN,24,NaN,NaN,72,136,NaN,NaN,NaN,NaN,0.2,282.15,1,NaN,std,2.7
Squalus_blainville,255.244631975473,0.95567,0.019742,17.8897,5230.3456,4.186e-08,3350,NaN,NaN,98700,0.002,0.95,0.8,0.1,Squalidae,Squaliformes,Chondrichthyes,Chordata,MB MC,MAm MAE,0iMcd,Mv,Mo,biCi biCvf,D,O,687.527745441876,NaN,NaN,NaN,NaN,7259.81563412588,NaN,NaN,NaN,NaN,2468.3373156028,50,NaN,NaN,NaN,NaN,16,NaN,NaN,NaN,NaN,0.00413233634460087,NaN,NaN,NaN,0.2,290.15,1,NaN,std,2.5
Squalus_megalops,192.200640512447,0.86487,0.016708,14.7524,5237.7994,4.256e-09,25570,NaN,NaN,505300,0.00088621,0.95,0.8,0.1,Squalidae,Squaliformes,Chondrichthyes,Chordata,MB MC,MAm MASE MISE MISW MPE,0iMcd,Mv,Mo,biCi biCvf,D,O,967.975417883451,NaN,NaN,NaN,NaN,15487.6066861352,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4940,22,NaN,NaN,49,89,0.00309925225845065,NaN,NaN,NaN,0.2,290.15,1,NaN,std,2.5
Squalus_mitsukurii,261.232200430651,0.61767,0.019848,16.7614,5231.8586,2.875e-08,31910,NaN,NaN,972200,0.002,0.95,0.8,0.1,Squalidae,Squaliformes,Chondrichthyes,Chordata,MB MC,MC,0iMcd,Mv,Mo,biCi biCvf,D,O,NaN,NaN,NaN,NaN,NaN,21650.3600594523,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3400,21,NaN,NaN,64,94.3,NaN,NaN,NaN,NaN,0.2,284.55,1,NaN,std,2.5
Squalus_montalbani,331.510248577905,0.46762,0.031509,14.3482,5239.7395,3.771e-08,65450,NaN,NaN,3965000,0.002,0.95,0.8,0.1,Squalidae,Squaliformes,Chondrichthyes,Chordata,MC,MPSW MINE,0iMdb,Mv,Mo,biCi,D,O,2092.1219868019,NaN,NaN,NaN,NaN,30831.271384449,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4200,26,NaN,NaN,78,94.5,0.00544901304604447,NaN,NaN,NaN,0.2,281.75,1,NaN,std,2.5
Squalus_suckleyi,136.101310644192,0.72913,0.019618,13.6277,5226.5555,4.423e-09,5930,NaN,NaN,282400,0.002,0.95,0.8,0.1,Squalidae,Squaliformes,Chondrichthyes,Chordata,MB MC,MPN MPNE,0iMcd,Mv,Mo,biCi biCvf,D,O,1773.20075017611,NaN,NaN,NaN,NaN,46899.8749140782,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,950,950,25,NaN,NaN,90,140,0.00426440369758779,NaN,NaN,NaN,0.2,282.15,1,NaN,std,2.7
Squatina_californica,452.494138673468,0.87039,0.08683,16.9697,5232.2667,5.435e-09,38380,NaN,NaN,5236000,0.002,0.95,0.8,0.1,Squatinidae,Squatiniformes,Chondrichthyes,Chordata,MB,MPE,0iMcd,Mv,,biCi biCvf,D,O,655.853750576385,NaN,NaN,NaN,10203.3640868359,27470.5956184043,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,27000,25.5,NaN,NaN,95,152,0.00764453755998313,NaN,NaN,NaN,0.2,285.15,1,NaN,std,2
Squatina_dumeril,558.673562712388,0.51792,0.035704,19.0148,5230.7579,8.677e-09,146200,NaN,NaN,7527000,0.002,0.95,0.8,0.1,Squatinidae,Squatiniformes,Chondrichthyes,Chordata,MB,MAW,0iMcd,Mv,,biCi biCvf,D,O,485.313702664854,NaN,NaN,NaN,NaN,27470.5956184043,NaN,NaN,NaN,NaN,20406.7281736718,NaN,NaN,NaN,NaN,NaN,26,NaN,NaN,85,152,0.0127408959333052,NaN,NaN,NaN,0.2,285.15,1,NaN,std,2.5
Stagnicola_palustris,85.5848532202255,0.8959,0.01722,1031,3914,3.907e-07,0.01628,6.194,NaN,115.5,0.002,0.475,0.8,0.1,Lymnaeidae,Pulmonata,Gastropoda,Mollusca,Cfb Dfb Dfc,THp,0iFl 0iFp 0iFm,Fs,,biHa biHl,Hh,O,12,NaN,NaN,NaN,NaN,360,NaN,NaN,30,NaN,52,5.97e-05,0.01404,NaN,0.13,0.2467,0.08,0.5,NaN,1.05,1.3,23.0415128596677,NaN,NaN,NaN,0.15,293.15,1,5.966,abj,2.5
Steatornis_caripensis,2271.23333304738,0.87426,0.01472,741.1625,7323.9598,6.186e-13,1329,NaN,33390,63260,0.030492,0.95,0.8,0.1,Steatornithidae,Steatornithiformes,Aves,Chordata,A,TN,0iTf 0iTc,Tncfm,Ms,biF,Dg,O,6.53263971503032,NaN,NaN,NaN,NaN,2112.33781693871,NaN,NaN,NaN,15.1914706012715,45.5744118038146,14,NaN,NaN,NaN,415,NaN,NaN,NaN,NaN,NaN,0.0568090951351282,NaN,NaN,NaN,0.28,312.85,1,NaN,std,2.5
Stegastes_nigricans,113.397775524141,0.73215,0.023992,26.3527,5234.5612,1.92e-09,0.5004,0.5497,NaN,3881,0.002,0.95,0.8,0.1,Pomacentridae,OvalentariaIncSed,Actinopterygii,Chordata,MA,MI MPSW,0iMc 0iMr,Mnm,,biCi,D,O,1.8703172250056,NaN,NaN,NaN,NaN,1535.99802103585,NaN,NaN,NaN,NaN,NaN,0.00052,NaN,NaN,3.1,69.4,NaN,NaN,NaN,5,14,427.734926088596,NaN,NaN,NaN,0.2,301.55,1,NaN,abj,2.5
Stegostoma_fasciatum,685.905930212324,0.77005,0.030441,19.9662,5229.0097,2.421e-10,26400,NaN,NaN,22260000,0.002,0.95,0.8,0.1,Stegostomatidae,Orectolobiformes,Chondrichthyes,Chordata,MA,MPSW MI,0iMr,Ms,Ma,biCi biCvf,D,O,NaN,NaN,NaN,NaN,NaN,5833.98936585592,NaN,NaN,NaN,NaN,1060.72533924653,90,NaN,NaN,47900,NaN,28.7,NaN,NaN,213,300,0.565650671102286,NaN,NaN,NaN,0.2,301.15,1,NaN,std,2.4
Stelgidopteryx_ruficollis,700.614408945408,0.91533,0.03863,372.9751,7305.6295,2.985e-11,504.2,NaN,3743,9011,0.015725,0.95,0.8,0.1,Hirundinidae,Passeriformes,Aves,Chordata,A Cwa Cwb,TN,0iTh 0iTf,Tntf,Ms,biCi,Dg,O,2.85802987532576,NaN,NaN,NaN,NaN,261.900775623007,NaN,NaN,NaN,2.31071034912335,6.93213104737004,1.8,NaN,NaN,NaN,19,NaN,NaN,NaN,NaN,NaN,0.135165693632601,NaN,NaN,NaN,0.28,314.75,1,NaN,std,2.5
Stellifer_lanceolatus,53.9301204,0.9,0.019319,17.3186,5226.433,5.439e-11,0.1916,0.5366,NaN,4772,0.002,0.95,0.8,0.1,Sciaenidae,Sciaeniformes,Actinopterygii,Chordata,MB,MAW,0jMp 0jMd,Mp,Mo,bjPz jiCi,D,O,NaN,NaN,NaN,NaN,NaN,10968.7664194349,NaN,NaN,NaN,NaN,418.343649485424,0.00053,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9.2,20,74.4842189867774,NaN,NaN,NaN,0.2,297.05,1,NaN,abj,2.4
Stenella_attenuata,593.892278607941,0.71405,0.016417,20.4338,7846.1594,2.12e-14,3280000,NaN,27760000,72920000,0.00087207,0.95,0.8,0.1,Delphinidae,Cetartiodactyla,Mammalia,Chordata,MA MB,MC,0iMp,Mv,,bxM xiCvf xiCic,Dg,O,NaN,NaN,NaN,NaN,NaN,3762.07528674235,76.5410910036443,NaN,NaN,198.186753491579,670.630811984506,NaN,NaN,NaN,NaN,NaN,89,NaN,NaN,181.9,194.9,0.0040757646151762,NaN,NaN,NaN,0.3,310.15,1,4.9306e-19,stx,2.5
Stenella_coeruleoalba,646.407411207802,0.77107,0.020055,19.3356,7827.141,2.749e-16,5231000,NaN,26260000,92730000,0.00080147,0.95,0.8,0.1,Delphinidae,Cetartiodactyla,Mammalia,Chordata,MA MB MC,MC,0iMp,Mv,,bxM xiCvf xiCic,Dg,O,NaN,NaN,NaN,NaN,NaN,4702.59410842794,78.4232489791438,NaN,NaN,122.676368045946,635.00425030541,10000,NaN,NaN,NaN,NaN,100,NaN,NaN,NaN,225,0.0061136469227643,NaN,NaN,NaN,0.3,310.15,1,6.8117e-19,stx,2.5
Stenella_frontalis,754.855771875732,0.76866,0.02239,20.1951,7831.5941,1.858e-13,4635000,NaN,33620000,62320000,0.002,0.95,0.8,0.1,Delphinidae,Cetartiodactyla,Mammalia,Chordata,MA MB,MA,0iMp,Mv,,bxM xiCvf xiCic,Dg,O,NaN,NaN,NaN,NaN,NaN,3107.80132383064,78.4232489791438,NaN,NaN,245.352736091893,654.273962911714,NaN,NaN,NaN,NaN,140000,90,NaN,NaN,NaN,220,0.00366818815365858,NaN,NaN,NaN,0.3,310.15,1,4.5855e-21,stx,2.5
Stenella_longirostris,502.679491525424,0.7375,0.019781,18.2175,7854.6146,2.219e-15,4078000,NaN,30980000,61250000,0.00072036,0.95,0.8,0.1,Delphinidae,Cetartiodactyla,Mammalia,Chordata,MA MB,MC,0iMp,Mv,,bxM xiCvf xiCic,Dg,O,NaN,NaN,NaN,NaN,NaN,3762.07528674235,76.5410910036443,NaN,NaN,198.186753491579,NaN,NaN,NaN,NaN,NaN,NaN,75.9,NaN,NaN,157,168,0.0040757646151762,NaN,NaN,NaN,0.3,310.15,1,7.9345,stx,2.5
Steno_bredanensis,753.050696196437,0.81003,0.021607,22.4682,7837.8544,7.111e-13,5880000,NaN,11330000,103100000,0.00087646,0.95,0.8,0.1,Delphinidae,Cetartiodactyla,Mammalia,Chordata,MA MB,MC,0iMp,Mv,,bxM xiCvf xiCic,Dg,O,NaN,NaN,NaN,NaN,NaN,2617.09585164685,NaN,NaN,NaN,33.6099638482045,776.95033095766,NaN,NaN,NaN,NaN,NaN,100,NaN,NaN,214.5,247,0.00244545876910572,NaN,NaN,NaN,0.3,310.15,1,9.0603e-21,stx,2.5
Stenobrachius_leucopsarus,276.800975831579,0.95,0.014784,160.8127,5222.7222,2.128e-06,0.0099,0.009901,NaN,652.7,0.002,0.95,0.8,0.1,Myctophidae,Myctophiformes,Actinopterygii,Chordata,MC,MPN,0jMpe jiMpm,Mpe,Mo,biPz,D,O,NaN,NaN,NaN,NaN,NaN,12456.8045292997,NaN,NaN,NaN,NaN,NaN,0.00018,NaN,NaN,3.37,22.2,NaN,NaN,NaN,7,13,1.80624171689277,NaN,NaN,NaN,0.2,276.55,1,NaN,abj,2.3
Stenodus_leucichthys,510.553467142826,0.46063,0.021414,18.3369,5226.6264,6.633e-08,7.823,22.76,NaN,4262000,0.002,0.95,0.8,0.1,Salmonidae,Salmoniformes,Actinopterygii,Chordata,MC ME Dfb Dfc,MPNE MPNW TH,0jFr 0iFe jiMpe,Fg,Mda,biPz biCi,D,O,NaN,NaN,NaN,NaN,NaN,19059.1076402507,NaN,NaN,NaN,NaN,NaN,0.0082,NaN,NaN,3130,35600,NaN,NaN,NaN,70,150,484.807587763772,NaN,NaN,NaN,0.2,284.15,1,NaN,abj,2.5
Stephanoaetus_coronatus,2866.9913080392,0.96017,0.023539,474.2444,7323.382,9.846e-12,3612,NaN,77430,182600,0.019451,0.95,0.8,0.1,Accipitridae,Accipitriformes,Aves,Chordata,A B C,TPa,0iFm 0iTh,Tnpf,,biCvb biCvm biCva biCii,Dg,O,10.0031045636402,NaN,NaN,NaN,NaN,924.712744138568,NaN,NaN,NaN,15.8341223311399,47.5023669934196,93,NaN,NaN,NaN,3950,NaN,NaN,NaN,NaN,NaN,0.0175189539699611,NaN,NaN,NaN,0.28,313.15,1,NaN,std,2.5
Stephanolepis_diaspros,79.8027693973729,0.9973,0.018735,16.6278,5230.2398,6.58e-08,7.125e-06,NaN,NaN,64.43,0.002,0.95,0.8,0.1,Monacanthidae,Tetraodontiformes,Actinopterygii,Chordata,MA MB,MA,0jMp jiMr,Mp,,jiCie,D,O,NaN,NaN,NaN,NaN,NaN,837.070875623668,NaN,NaN,NaN,NaN,NaN,9.7e-07,NaN,NaN,7.5,210,NaN,NaN,NaN,8,25,1041.72779796013,NaN,NaN,NaN,0.2,299.25,1,NaN,std,2.3
Stephanolepis_hispidus,159.085323303457,0.99968,0.029284,32.16,5220.1072,1.755e-07,7.361e-07,NaN,NaN,46.08,0.002,0.95,0.8,0.1,Monacanthidae,Tetraodontiformes,Actinopterygii,Chordata,MA MB,MA,0jMp jiMr,Mp,,jiCie,D,O,NaN,NaN,NaN,NaN,NaN,1330.64179365009,NaN,NaN,NaN,NaN,NaN,9.7e-07,NaN,NaN,36.6,263,NaN,NaN,NaN,13.9,27.5,274.52316749947,NaN,NaN,NaN,0.2,294.15,1,NaN,std,2.3
Stercorarius_antarcticus,3689.04688068212,0.95585,0.035533,722.4289,7329.677,5.432e-13,4061,NaN,52950,115500,0.029142,0.95,0.8,0.1,Stercorariidae,Charadriiformes,Aves,Chordata,MC,MS,0iTg xiMc,Tnsfm,Ml,biCvf biCvb biCvm biSv xiHs,Dg,O,5.92020474174622,NaN,NaN,NaN,NaN,989.25875612364,NaN,NaN,NaN,7.12909218904614,21.3872765671384,88,NaN,NaN,NaN,1900,NaN,NaN,NaN,NaN,NaN,0.042273245319615,NaN,NaN,NaN,0.28,314.05,1,NaN,std,2.5
Stercorarius_longicaudus,3544.7569841004,0.95537,0.030581,1391.6394,7321.3611,3.869e-12,1148,NaN,6258,13580,0.057145,0.95,0.8,0.1,Stercorariidae,Charadriiformes,Aves,Chordata,ET Dfc,TH,0iTht,Tnsfm,Ml,biCvf biCvb biCvm biSv xiHs,Dg,O,4.69533479517804,NaN,NaN,NaN,NaN,480.889673115658,NaN,NaN,NaN,3.24049644956643,9.72148934869929,24,NaN,NaN,NaN,270,NaN,NaN,NaN,NaN,NaN,0.042273245319615,NaN,NaN,NaN,0.28,314.05,1,NaN,std,2.5
Stercorarius_maccormicki,4426.25248421858,0.94098,0.032025,1066.3121,7321.985,1.078e-12,3567,NaN,40040,85310,0.041927,0.95,0.8,0.1,Stercorariidae,Charadriiformes,Aves,Chordata,MC,MS,0iTg xiMc,Tnsfm,Ml,biCvf biCvb biCvm biSv xiHs,Dg,O,5.92020474174622,NaN,NaN,NaN,NaN,807.207665586998,NaN,NaN,NaN,6.3513730411502,19.0541191234506,65,NaN,NaN,NaN,1340,NaN,NaN,NaN,NaN,NaN,0.042273245319615,NaN,NaN,NaN,0.28,314.05,1,NaN,std,2.5
Stercorarius_parasiticus,2057.55288023457,0.96689,0.039023,533.9741,7322.4038,8.146e-14,2091,NaN,12760,32600,0.021825,0.95,0.8,0.1,Stercorariidae,Charadriiformes,Aves,Chordata,ET,TH,0iTht,Tnsfm,Ml,biCvf biCvb biCvm biSv xiHs,Dg,O,5.35880601623581,NaN,NaN,NaN,NaN,1068.26205956407,NaN,NaN,NaN,3.56454609452307,10.6936382835692,33.65,NaN,NaN,NaN,478,NaN,NaN,NaN,NaN,NaN,0.042273245319615,NaN,NaN,NaN,0.28,314.05,1,NaN,std,2.5
Stercorarius_pomarinus,2833.759689959,0.88527,0.034943,655.4601,7278.5905,1.484e-13,6338,NaN,46620,141000,0.031828,0.95,0.8,0.1,Stercorariidae,Charadriiformes,Aves,Chordata,ET,TH,0iTht,Tnsfm,Ml,biCvf biCvb biCvm biSv xiHs,Dg,O,5.30776976846213,NaN,NaN,NaN,NaN,1068.26205956407,NaN,NaN,NaN,4.27745531342769,23.3315744368783,44,NaN,NaN,NaN,740,NaN,NaN,NaN,NaN,NaN,0.042273245319615,NaN,NaN,NaN,0.28,314.05,1,NaN,std,2.5
Stercorarius_skua,3472.3715070299,0.95734,0.035258,756.0074,7318.9645,1.533e-12,3420,NaN,33820,77530,0.031239,0.95,0.8,0.1,Stercorariidae,Charadriiformes,Aves,Chordata,MC,MAN,0iTg xiMc,Tnsfm,Ml,biCvf biCvb biCvm biSv xiHs,Dg,O,5.92020474174622,NaN,NaN,NaN,NaN,755.683772038891,NaN,NaN,NaN,5.83289360921957,17.4986808276587,72,NaN,NaN,NaN,1340,NaN,NaN,NaN,NaN,NaN,0.042273245319615,NaN,NaN,NaN,0.28,314.05,1,NaN,std,2.5
Sterechinus_neumayeri,11.6509737510584,0.64955,0.004732,37.4,2351.7749,1.493e-07,7.622e-06,0.05776,NaN,2296,0.002,0.85,0.8,0.1,Echinidae,Camarodonta,Echinoidea,Echinodermata,ME,MS,0jMcp jiMb,Mp,,biP bjHa bjCi,D,O,179.136120618884,NaN,NaN,NaN,NaN,126582.925339999,NaN,NaN,980.983517674838,NaN,NaN,5.78888888888889e-08,NaN,NaN,NaN,129,0.035,0.044,NaN,2.04,7.023,NaN,NaN,0.1,NaN,0.09,271.65,1,NaN,abj,3
Stereolepis_gigas,61.1104490295289,0.96448,0.017308,2.5794,5237.9358,2.065e-10,0.1102,1.327,NaN,458600,0.00029824,0.95,0.8,0.1,Polyprionidae,Acropomatiformes,Actinopterygii,Chordata,MB MC,MPE,0jMp jiMd,Mp,,bjPz jiCi jiCvf,D,O,NaN,NaN,NaN,NaN,NaN,25517.1166141252,NaN,NaN,24.6524414296523,NaN,NaN,0.001,NaN,NaN,NaN,255600,NaN,1.06,NaN,65,250,2271.39892135911,NaN,NaN,NaN,0.2,294.05,1,NaN,abj,2.7
Sterna_dougallii,2578.63257022016,0.88073,0.031218,1150.4377,7299.8513,5.47e-13,2782,NaN,11460,21860,0.049418,0.95,0.8,0.1,Laridae,Charadriiformes,Aves,Chordata,MA,MC,0iMc,Tnsfm,Ml,biCvf,Dg,O,4.69533479517804,NaN,NaN,NaN,NaN,1238.30798669733,NaN,NaN,NaN,3.03620102276411,9.10860306829232,14.8,NaN,NaN,NaN,112,NaN,NaN,NaN,NaN,NaN,0.0415082520279045,NaN,NaN,NaN,0.28,313.85,1,NaN,std,2.5
Sterna_forsteri,1976.87112288078,0.80395,0.033159,668.1123,7326.7108,2.879e-12,5733,NaN,37180,75730,0.026867,0.95,0.8,0.1,Laridae,Charadriiformes,Aves,Chordata,BSk Dfb Dfc,THn,0iFm,Tnffm,Ml,biCvf biCii,Dg,O,4.79740729072539,NaN,NaN,NaN,NaN,740.72961282887,NaN,NaN,NaN,3.85328392316041,11.5598517694812,13.78,NaN,NaN,NaN,149,NaN,NaN,NaN,NaN,NaN,0.0639909613158004,NaN,NaN,NaN,0.28,314.15,1,NaN,std,2.5
Sterna_hirundo,1746.31795757576,0.8778,0.035224,645.2761,7325.0075,2.452e-13,3533,NaN,19360,41430,0.026028,0.95,0.8,0.1,Laridae,Charadriiformes,Aves,Chordata,Dfb Dfc,TH,0iTht 0iThh,Tnsfm,Ml,biCvf,Dg,O,4.89947978627274,NaN,NaN,NaN,NaN,1590.04527474755,NaN,NaN,NaN,3.43222724312464,10.2966817293739,12.5,NaN,NaN,NaN,120,NaN,NaN,NaN,NaN,NaN,0.0518853150348806,NaN,NaN,NaN,0.28,313.85,1,NaN,std,2.5
Sterna_paradisaea,2751.3211752645,0.85351,0.03509,1215.403,7329.7399,1.619e-13,3471,NaN,15490,28810,0.048477,0.95,0.8,0.1,Laridae,Charadriiformes,Aves,Chordata,Dfc ET,TH,0iTht 0iThh,Tnsfm,Ml,biCvf,Dg,O,4.28704481298865,NaN,NaN,NaN,NaN,1638.22846489142,NaN,NaN,NaN,2.90419228264393,8.71257684793178,13.1,NaN,NaN,NaN,100,NaN,NaN,NaN,NaN,NaN,0.0415082520279045,NaN,NaN,NaN,0.28,313.85,1,NaN,std,2.5
Sterna_sumatrana,12464.60737649,0.92871,0.034119,9011.3697,7325.2206,2.666e-13,221.7,NaN,2755,4075,0.35133,0.95,0.8,0.1,Laridae,Charadriiformes,Aves,Chordata,MA,MI MPW,0iMc,Tnsfm,Ms,biCvf,Dg,O,4.49118980408334,NaN,NaN,NaN,NaN,1238.30798669733,NaN,NaN,NaN,3.16820976288429,9.50462928865286,7.1,NaN,NaN,NaN,112,NaN,NaN,NaN,NaN,NaN,0.0311311890209284,NaN,NaN,NaN,0.28,313.85,1,12.3,std,2.5
Sternoclyta_cyanopectus,526.733379577207,0.98204,0.026018,428.9876,7879.0095,8.83e-12,17.95,NaN,230.2,668.1,0.016305,0.95,0.8,0.1,Trochilidae,Apodiformes,Aves,Chordata,Aw,TN,0iTf,Tnpf,TT,biCi xiHn,Dg,O,4.16455781833183,NaN,NaN,NaN,NaN,612.24883096133,NaN,NaN,NaN,4.36122454931358,13.0836736479408,0.33,NaN,NaN,NaN,7.5,NaN,NaN,NaN,NaN,NaN,0.0326664568205002,NaN,NaN,NaN,0.28,311.25,1,8.8383,std,2.5
Sternotherus_depressus,57.9084255580675,0.91118,0.02191,8.6756,8178.6091,3.442e-10,799.4,NaN,NaN,34260,0.0003184,0.95,0.8,0.1,Kinosternidae,Testudines,Reptilia,Chordata,Cfa,THn,0bTd biFr,Tt,,biCi,Dt,O,69.6044467852615,NaN,NaN,NaN,NaN,26522.5264500066,NaN,NaN,NaN,NaN,3387.91396259208,NaN,NaN,NaN,NaN,312,2.5,NaN,NaN,NaN,11.4,0.00826467268920174,NaN,NaN,NaN,0.3,290.15,1,NaN,std,2.5
Sternotherus_minor,93.3054417521103,0.69539,0.032507,9.8762,7857.3412,9.876e-10,10130,NaN,NaN,658500,0.00036947,0.95,0.8,0.1,Kinosternidae,Testudines,Reptilia,Chordata,Cfa,THn,0bTd biFp,Tt,,biCi biHl,Dt,O,41.6540544179003,NaN,NaN,NaN,NaN,7950.58471705931,NaN,NaN,NaN,NaN,2661.28358730019,4.1,NaN,NaN,NaN,400,2.4,NaN,NaN,8,14.5,0.0270546139252459,NaN,NaN,NaN,0.3,294.15,1,NaN,std,2.5
Sternotherus_odoratus,102.22797676534,0.89048,0.023482,13.7875,7856.6294,1.133e-10,1064,NaN,NaN,57890,0.00052773,0.95,0.8,0.1,Kinosternidae,Testudines,Reptilia,Chordata,Cfa,THn,0bTd biFp,Tt,,biCi,Dt,O,27.2345217206848,NaN,NaN,NaN,NaN,18229.7925730063,NaN,NaN,NaN,NaN,1164.31156944383,NaN,NaN,NaN,NaN,472,2.3,NaN,NaN,NaN,14,0.0360728185669945,NaN,NaN,NaN,0.3,294.15,1,NaN,std,2.5
