Row,p_Am,kap,v,p_M,E_G,h_a,E_Hb,E_Hj,E_Hx,E_Hp,k_J,kap_R,kap_X,kap_P,family,order,class,phylum,climate,ecozone,habitat,embryo,migrate,food,gender,reprod,ab,ah,aj,ax,ap,am,tg,tb,tj,tx,tp,Wwb,Wwj,Wwx,Wwp,Wwi,Lb,Lj,Lx,Lp,Li,Ri,Ni,GSI,NR,estim_z,estim_kap,estim_v,estim_p_M,estim_k_J,estim_E_Hb,estim_E_Hj,estim_E_Hp,d_V,T_typical,f,t_0,model,completeness
Pelophylax_lessonae,261.150527804157,0.56862,0.086056,49.4194,7305.6953,5.873e-08,24.56,2490,NaN,50470,0.002,0.95,0.8,0.1,Ranidae,Anura,Amphibia,Chordata,Cfb Dfb,THp,0jFp jiTf jiTi,Fpf,,bjO jiCi,Dg,O,8,NaN,NaN,NaN,NaN,3516.39343824998,NaN,NaN,192.679092506848,NaN,1172.13114608333,0.0063,0.65,NaN,7,41.3,0.89,1.9,NaN,3.9,7.6,NaN,NaN,NaN,NaN,1,0,1,1,0,1,1,1,0.28,288.15,1,NaN,std,2.5
Pelophylax_nigromaculatus,212.179262136476,0.636986266910576,0.0869096843742915,31.975499232238,7307.27134935344,2.86198636532092e-09,18.6430486778725,2281.73124182363,NaN,101921.940696389,0.002,0.95,0.8,0.1,Ranidae,Anura,Amphibia,Chordata,Cfa Cfb,THp,0jFp jiTf jiTi,Fpf,,bjO jiCi,Dg,O,8,NaN,NaN,NaN,NaN,7191.17842052465,NaN,NaN,NaN,NaN,1438.23568410493,0.0063,0.7,NaN,20,118,NaN,1.9,NaN,5.8,10.5,10.4294450247458,NaN,NaN,NaN,1,1,1,1,0,1,1,1,0.28,290.25,1,NaN,std,2.3
Pelophylax_perezi,247.082034854086,0.630887862530778,0.047655509734643,46.7100043411783,7306.69692369598,8.09536930730043e-08,9.87079887732606,2305.24292803043,NaN,63584.6845801771,0.002,0.95,0.8,0.1,Ranidae,Anura,Amphibia,Chordata,BSk Csa Cfa,THp,0jFp jiTf jiTh,Fpf,,bjO jiCi,Dg,O,3.47089673778301,NaN,NaN,NaN,NaN,3985.24589668331,NaN,NaN,33.904462898291,NaN,1172.13114608333,0.0042,0.82,NaN,16,64.9,NaN,2,NaN,5.4,8.6,8.53146854207822,NaN,NaN,NaN,1,1,1,1,0,1,1,1,0.28,288.15,1,NaN,std,2.3
Pelophylax_porosus,319.169171752873,0.674050065134351,0.0458305825853478,69.3150728670851,7309.78409180328,7.17636682266487e-08,7.33415966928666,4341.27099601529,NaN,77385.1957583719,0.002,0.95,0.8,0.1,Ranidae,Anura,Amphibia,Chordata,Cfa,THp,0jFp jiFm jiTg,Fpf,,bjO jiCi,Dg,O,3.47089673778301,NaN,NaN,NaN,NaN,4102.45901129165,NaN,NaN,33.9771153187873,NaN,1172.13114608333,0.0042,2,NaN,19.5,62.5,NaN,2.7,NaN,5.76,8.5,8.53146854207822,NaN,NaN,NaN,1,1,1,1,0,1,1,1,0.28,288.15,1,NaN,std,2.4
Pelophylax_ridibundus,372.553908772918,0.5144597012872,0.0694240883379564,54.3603270166116,7307.14804191368,1.38585931780317e-08,20.4691345748923,2100.53971729275,NaN,231661.95168142,0.002,0.95,0.8,0.1,Ranidae,Anura,Amphibia,Chordata,BSk Cfb Dsa Dfb Dfc,THp,0jFp jiTf jiTg jiTa jiTs,Fpf,,bjO jiCi,Dg,O,8,NaN,NaN,NaN,NaN,6446.7213034583,NaN,NaN,192.679092506848,NaN,1758.19671912499,0.0063,0.46,NaN,28,80,0.89,1.9,NaN,7.5,10.6,11.6625174970209,NaN,NaN,NaN,1,1,1,1,0,1,1,1,0.28,288.15,1,NaN,std,2.5
Pelophylax_saharicus,97.5265647508978,0.555176839731959,0.0890153235199124,11.619885225677,7336.61180946286,7.68665639304107e-09,30.489464574427,3924.20022363222,NaN,154238.218941775,0.000471201625492456,0.95,0.8,0.1,Ranidae,Anura,Amphibia,Chordata,BWh Csa,THp,0jFp jiTf jiTi,Fpf,,bjO jiCi,Dg,O,6.64935653907658,NaN,NaN,NaN,NaN,2123.63824466758,NaN,NaN,NaN,NaN,910.130676286107,0.0063,0.7,NaN,20,118,NaN,1.9,NaN,5.8,10.45,16.4811497852256,NaN,NaN,NaN,1,1,1,1,1,1,1,1,0.28,295.15,1,NaN,std,2.3
Peltophryne_lemur,378.358398507483,0.857440637919412,0.0954,69.2660033066136,7309.06029438667,4.31227799590828e-10,36.2679101276333,756.988878100463,NaN,191374.2858243,0.002,0.95,0.8,0.1,Bufonidae,Anura,Amphibia,Chordata,Aw,TN,0jFp jiTf,Fh,,biCi,Dg,O,0.497351227657774,NaN,NaN,NaN,NaN,1942.40521961743,NaN,NaN,12.4337806914443,NaN,181.533198095087,0.05,NaN,NaN,NaN,NaN,0.5,1,NaN,13,12,8.26295143665291,NaN,NaN,NaN,1,1,0,1,0,1,1,1,0.28,300.85,1,NaN,std,2.5
Pelusios_castanoides,491.973114388415,0.9737,0.039403,55.9123,7831.1917,1.995e-11,779.6,NaN,NaN,226600,0.002,0.95,0.8,0.1,Pelomedusidae,Testudines,Reptilia,Chordata,Am,TPa,0bTd biFp biFl biFr,Tt,,biCi piO,Dg,O,NaN,NaN,NaN,NaN,NaN,5934.68682271638,NaN,NaN,NaN,NaN,296.734341135819,NaN,NaN,NaN,NaN,1795,3,NaN,NaN,NaN,17,0.0404402131349787,NaN,NaN,NaN,1,1,1,1,0,1,0,1,0.3,303.15,1,NaN,std,2.5
Pelusios_subniger,289.638984008462,0.96426,0.030821,34.8308,7830.0755,1.474e-11,1194,NaN,NaN,123500,0.002,0.95,0.8,0.1,Pelomedusidae,Testudines,Reptilia,Chordata,Am,TPa,0bTd biFp biFl biFr,Tt,,biCi piO,Dg,O,NaN,NaN,NaN,NaN,NaN,6973.25701669175,NaN,NaN,NaN,NaN,296.734341135819,NaN,NaN,NaN,NaN,1233,3,NaN,NaN,NaN,15,0.0337001776124822,NaN,NaN,NaN,1,1,1,1,0,1,0,1,0.3,303.15,1,NaN,std,2.3
Pempheris_adusta,58.56795934908,0.95004,0.020654,21.3695,5221.4448,3.064e-10,0.08924,0.2379,NaN,1557,0.002,0.95,0.8,0.1,Pempheridae,Acropomatiformes,Actinopterygii,Chordata,MA,MI MP,0jMp jiMr,Mp,,bjPz jiCi,D,O,NaN,NaN,NaN,NaN,NaN,2828.60090465742,NaN,NaN,NaN,NaN,NaN,0.00052,NaN,NaN,7,76,NaN,NaN,NaN,7.66,17,73.5345872432971,NaN,NaN,NaN,1,1,1,1,0,1,1,1,0.2,301.15,1,NaN,abj,2.3
Pempheris_schwenkii,42.0585380370234,0.97668,0.021365,25.0979,5219.0543,3.561e-09,0.04588,0.3875,NaN,254.8,0.002,0.95,0.8,0.1,Pempheridae,Acropomatiformes,Actinopterygii,Chordata,MA,MP,0jMp jiMr,Mp,,bjPz jiCi,D,O,NaN,NaN,NaN,NaN,NaN,1060.72533924653,NaN,NaN,NaN,NaN,NaN,0.00052,NaN,NaN,2.32,52,NaN,NaN,NaN,5.3,15,NaN,NaN,NaN,NaN,1,1,1,1,0,1,1,1,0.2,301.15,1,NaN,abj,2.7
Penaeus_esculentus,1885.4046910225,0.755654853446704,0.0248167636418816,828.151020230836,4448.07997737133,1.68526798840733e-07,0.0219913228937651,0.0241894171436363,NaN,33363.7924841557,0.002,0.95,0.8,0.1,Penaeidae,Decapoda,Malacostraca,Arthropoda,MA MB,MPSW MI,0bMb bjMpe jiMb,Mbf,,bjP jiD jiS,D,O,1.20377866411173,NaN,NaN,NaN,NaN,439.379212400781,NaN,NaN,NaN,NaN,NaN,0.000274,NaN,NaN,32,114,NaN,NaN,NaN,NaN,NaN,3367.95026156932,NaN,NaN,NaN,1,1,1,1,0,1,1,1,0.17,298.15,1,NaN,abj,2.8
Penaeus_japonicus,1304.24465958119,0.88345,0.028228,1567.0483,4462.8366,1.886e-07,0.004269,0.01721,NaN,4315,0.002,0.95,0.8,0.1,Penaeidae,Decapoda,Malacostraca,Arthropoda,MA MB,MPE MI MAm,0bMb bjMpe jiMb,Mbf,,bjP jiD jiS,D,O,1.2212849629476,NaN,NaN,NaN,NaN,632.531744498654,NaN,NaN,NaN,NaN,45.8008073133464,NaN,NaN,NaN,NaN,130,NaN,NaN,NaN,NaN,27,2467.89249965515,NaN,NaN,NaN,1,1,1,1,0,1,1,1,0.17,300.15,1,0.77746,abj,2.7
Penaeus_semisulcatus,19.65386026061,0.96159,0.021171,25.1209,4438.7986,7.214e-08,0.03997,10.47,NaN,5523,0.002,0.95,0.8,0.1,Penaeidae,Decapoda,Malacostraca,Arthropoda,MA MB,MPE MI MAm,0bMb bjMpe jiMb,Mbf,,bjP jiD jiS,D,O,NaN,NaN,NaN,NaN,NaN,300.53884611985,NaN,NaN,NaN,NaN,NaN,0.000274,NaN,NaN,26,130,NaN,NaN,NaN,3.22,5.5,NaN,NaN,0.14,NaN,1,1,1,1,0,1,1,1,0.17,301.15,1,NaN,abj,2.3
Penilia_avirostris,39.1760846691836,0.80785,0.025743,1400,4446.691,4.609e-05,0.001447,NaN,NaN,0.00475,0.002,0.95,0.8,0.1,Sididae,Ctenopoda,Branchiopoda,Arthropoda,MA MB MC,MC,0iMc,Mbf,,biPp biD,D,Apf,NaN,NaN,NaN,NaN,NaN,20.7769405350648,NaN,NaN,NaN,NaN,NaN,1.58e-06,NaN,NaN,NaN,1.81764705882353e-05,0.038,NaN,NaN,0.05,0.0923,0.664197886917472,NaN,NaN,NaN,1,1,0,0,0,1,0,1,0.17,285.15,1,NaN,std,2.3
Penitella_penita,27.774190022562,0.99725,0.023297,53.975,2331.3922,2.85e-09,4.606e-07,0.0002267,NaN,722.3,0.002,0.95,0.1,0.5,Pholadidae,Myida,Bivalvia,Mollusca,MC,MPN MPE,0jMp jiMcd,Mp,,piPp,D,O,NaN,NaN,NaN,NaN,NaN,18192.7845656938,NaN,NaN,21.3613908794839,NaN,1732.6461491137,1.131e-07,NaN,NaN,NaN,103,NaN,NaN,NaN,NaN,5.2,5771.51890194967,NaN,NaN,NaN,1,1,0,1,0,1,1,1,0.09,284.15,1,NaN,abj,2.1
Pennahia_aneus,187.051269292712,0.89412,0.021475,33.4105,5219.5342,4.793e-10,0.0886,0.08861,NaN,23430,0.0019836,0.95,0.8,0.1,Sciaenidae,Sciaeniformes,Actinopterygii,Chordata,MA,MPW MI,0iMp,Mp,Mo,bjPz jiCi,D,O,1.71769884220593,NaN,NaN,NaN,NaN,2351.10029026936,NaN,NaN,NaN,NaN,NaN,0.00037,NaN,NaN,61,375,NaN,NaN,NaN,16.6,30,NaN,NaN,NaN,NaN,1,1,0,1,1,1,1,1,0.2,301.45,1,NaN,abj,1.5
Pennahia_argentata,538.625635508639,0.516648473235136,0.0319770034895625,59.3580361144196,5219.7914226088,2.87499711702832e-09,0.370837166943883,0.57666835498809,NaN,49413.2545919656,0.00333862380009664,0.95,0.8,0.1,Sciaenidae,Sciaeniformes,Actinopterygii,Chordata,MC,MPNW,0iMp,Mp,Mo,bjPz jiCi,D,O,3.64125233105025,NaN,NaN,NaN,NaN,4983.96412812503,NaN,NaN,NaN,NaN,NaN,0.00037,NaN,NaN,28.8,732,NaN,NaN,NaN,14,40,5116.40921653125,NaN,NaN,NaN,1,1,1,1,1,1,1,1,0.2,294.05,1,NaN,abj,1.5
Pentaceropsis_recurvirostris,770.634903251041,0.86926,0.020444,102.0384,5232.8605,3.884e-10,0.01835,0.09575,NaN,60280,0.002,0.95,0.8,0.1,Pentacerotidae,Acropomatiformes,Actinopterygii,Chordata,MB,MI,0iMm,Ms,Ma,biCi biPz,D,O,6.64539855299136,NaN,NaN,NaN,NaN,27225.7910104697,NaN,NaN,NaN,NaN,NaN,0.00021,NaN,NaN,284.7,2600,NaN,NaN,NaN,24,50,NaN,NaN,0.098,NaN,1,1,1,1,0,1,1,1,0.2,288.85,1,NaN,abj,2.4
Pentaceros_richardsoni,654.837302447616,0.82325,0.021571,80.4283,5216.1286,7.417e-10,0.03147,0.1827,NaN,50800,0.002,0.95,0.8,0.1,Pentacerotidae,Acropomatiformes,Actinopterygii,Chordata,MB,MI,0iMm,Ms,Ma,biCi biPz,D,O,8.96217262245296,NaN,NaN,NaN,NaN,40055.424577902,NaN,NaN,NaN,NaN,NaN,0.00021,NaN,NaN,176,2300,NaN,NaN,NaN,24,56,NaN,NaN,0.098,NaN,1,1,1,1,0,1,1,1,0.2,284.75,1,NaN,abj,2.4
Pentaprion_longimanus,29.885502272701,0.86461,0.024834,21.4862,5238.8504,1.418e-09,0.04591,0.9331,NaN,6746,0.002,0.95,0.8,0.1,Nemipteridae,Spariformes,Actinopterygii,Chordata,MB,MIS,0iMc,Mp,,biCi,D,O,NaN,NaN,NaN,NaN,NaN,1601.12683267921,NaN,NaN,NaN,NaN,NaN,6.5e-05,NaN,NaN,NaN,44.5,NaN,NaN,NaN,8,15,773.255419077754,NaN,NaN,NaN,1,1,1,1,0,1,1,1,0.2,299.75,1,NaN,abj,2.5
Penthetor_lucasi,893.871766785303,0.74738,0.0090892,454.8971,7835.6428,3.308e-11,16380,NaN,89140,152500,0.002,0.95,0.8,0.1,Pteropodidae,Chiroptera,Mammalia,Chordata,A,TPi,0iTh 0iTf,Tv,,bxM xiHs xiHn,Dg,O,NaN,NaN,NaN,NaN,NaN,1966.6551024422,25.593456812604,NaN,NaN,37.5819707932448,196.66551024422,12,NaN,NaN,NaN,38.2,NaN,NaN,NaN,NaN,NaN,0.0122034615882554,NaN,NaN,NaN,1,1,1,1,0,1,0,1,0.3,307.95,1,4.1399e-09,stx,2.4
Peponocephala_electra,1517.91888650996,0.785068043107857,0.0252197508666634,41.83072641677,7822.7665779077,1.2233119368321e-12,6663205.99483275,NaN,29510063.8814343,114881217.044226,0.002,0.95,0.8,0.1,Delphinidae,Cetartiodactyla,Mammalia,Chordata,MA MB MC,MC,OiMc,Mv,,bxM xiCvf xiCic,Dg,O,NaN,NaN,NaN,NaN,NaN,4357.21192681153,92.7066367406708,NaN,NaN,116.200784407827,648.946457184696,NaN,NaN,NaN,NaN,225000,100,NaN,NaN,230,275,0.00308191835837511,NaN,NaN,NaN,1,1,1,1,0,1,0,1,0.3,308.65,1,0.00132243745119427,stx,2.5
Peprilus_burti,2424.17095519782,0.99638,0.023579,1139.7138,5229.3989,4.904e-07,0.000206,NaN,NaN,339.5,0.002,0.95,0.8,0.1,Stromateidae,Scombriformes,Actinopterygii,Chordata,MB,MAW,0pMp piMcb,Mp,Mo,biCi biPz,D,O,NaN,NaN,NaN,NaN,NaN,1308.37006158644,NaN,NaN,NaN,NaN,NaN,0.00022,NaN,NaN,31,222.7,NaN,NaN,NaN,13,25,25.222221884217,NaN,NaN,NaN,1,1,1,1,0,1,0,1,0.2,291.25,1,NaN,std,2.5
Peprilus_triacanthus,212.981388431923,0.98962,0.029401,35.7687,5221.685,3.145e-08,0.004741,NaN,NaN,1002,0.002,0.95,0.8,0.1,Stromateidae,Scombriformes,Actinopterygii,Chordata,MB,MAW,0pMp piMcb,Mp,Mo,biCi biPz,D,O,NaN,NaN,NaN,NaN,NaN,2183.0196090736,NaN,NaN,NaN,NaN,NaN,0.00022,NaN,NaN,30,535,NaN,NaN,NaN,12,30,89.783893459013,NaN,NaN,NaN,1,1,1,1,0,1,0,1,0.2,294.85,1,NaN,std,2.5
Perameles_nasuta,2185.46879124673,0.99917,0.039789,489.4441,7836.8575,5.2162e-11,0.28401,NaN,708.8069,3452.3907,0.002,0.95,0.8,0.1,Peramelidae,Peramelemorphia,Mammalia,Chordata,Cfa Cfb,TA,0iTf 0iTh,Tv,,bxM xiCi xiHr xiHl xiF,Dg,O,NaN,NaN,NaN,NaN,NaN,493.695316716854,2.89840694745707,NaN,NaN,15.9412382110139,32.607078158892,0.245,NaN,150,NaN,859,NaN,NaN,NaN,NaN,10,0.211320619149877,NaN,NaN,NaN,1,1,1,1,0,1,0,1,0.3,309.25,1,7.2171,stx,2.5
Perca_flavescens,753.487010070148,0.6415,0.018361,82.7632,5223.9286,1.592e-07,1.796,1.797,NaN,78260,0.002,0.95,0.8,0.1,Percidae,Perciformes,Actinopterygii,Chordata,Cfa Df,THn,0iFr 0iFl 0iFp,Fc Fh,,biCi piCvf,D,O,NaN,NaN,NaN,NaN,NaN,7827.31060953335,NaN,NaN,NaN,NaN,NaN,0.006,NaN,NaN,98,1800,NaN,NaN,NaN,19.2,50,202.602774309778,NaN,NaN,NaN,1,1,1,1,0,1,1,1,0.2,286.15,1,NaN,abj,2.5
Perca_fluviatilis,198.476664460622,0.87638,0.066072,12.4671,5241.9926,1.25e-08,0.4664,0.4665,NaN,31650,0.002,0.95,0.8,0.1,Percidae,Perciformes,Actinopterygii,Chordata,Cfa Dfc Dfc,THp,0iFr 0iFl 0iFp,Fc Fh,,biCi piCvf,D,O,15.5961357101536,NaN,NaN,NaN,2846.29476710304,15654.6212190667,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4800,0.5,NaN,NaN,13,60,NaN,NaN,NaN,NaN,1,1,1,1,0,1,1,1,0.2,286.15,1,NaN,abj,2.5
Perccottus_glenii,48.5850734755938,0.95365,0.016,9.3826,5242.0289,1.53e-08,0.01342,NaN,NaN,545.9,0.00053701,0.95,0.8,0.1,Odontobutidae,Gobiiformes,Actinopterygii,Chordata,Dwd Dfb Dfc,THp,0iFl 0iFr,Fnfm,Ma,biCi biCvf,Dg,O,NaN,NaN,NaN,NaN,NaN,1478.02352750593,NaN,NaN,NaN,NaN,NaN,8.7e-05,NaN,NaN,2.87,201,NaN,NaN,NaN,6.35,25,111.197823946236,NaN,NaN,NaN,1,1,0,1,1,1,0,1,0.2,299.15,1,NaN,std,2.5
Percichthys_colhuapiensis,124.443496670276,0.97906,0.020199,19.5237,5223.3599,2.008e-08,0.01296,0.07728,NaN,14340,0.002,0.95,0.8,0.1,Percichthyidae,Centrarchiformes,Actinopterygii,Chordata,Cfb Dfb,THp,0iFm 0iFp,Fh,Mp,biO,D,O,NaN,NaN,NaN,NaN,NaN,4015,NaN,NaN,NaN,NaN,1606,0.00027,NaN,NaN,NaN,1600,NaN,NaN,NaN,24.3,59.1,410.958904109589,NaN,NaN,NaN,1,1,1,1,0,1,1,1,0.2,293.15,1,NaN,abj,2.5
Percichthys_trucha,69.1047664617144,0.991022355205169,0.0194253364506272,16.8145,5236.26011457092,1.49923425668352e-09,0.00721674498028664,0.282543261480869,NaN,5361.27146208675,0.002,0.95,0.8,0.1,Percichthyidae,Centrarchiformes,Actinopterygii,Chordata,A,TN,biFr,Fnm,Mp,biPz,D,O,3.30970577527681,NaN,NaN,NaN,NaN,3624.1278239281,NaN,NaN,NaN,NaN,NaN,0.000268,NaN,NaN,146.6,4600,NaN,NaN,NaN,24.1,76,620.839029226425,NaN,NaN,NaN,1,1,1,0,0,1,1,1,0.2,297.65,1,NaN,abj,2.5
Percilia_irwini,26.1086097967471,0.922824110756884,0.0201810943929148,18.2135073323613,5230.0691575404,2.60701913283856e-08,0.178477531121246,0.678858793100414,NaN,547.054686682427,0.002,0.95,0.8,0.1,Perciliidae,Perciformes,Actinopterygii,Chordata,A,TN,biFr,Fnm,Mp,biPz,D,O,7.28135270560898,NaN,NaN,NaN,NaN,966.434086380828,NaN,NaN,NaN,NaN,NaN,0.00052,NaN,NaN,1.13,11.1,NaN,NaN,NaN,4.5,9.6,9.18841763255109,NaN,NaN,NaN,1,1,1,1,0,1,1,1,0.2,297.65,1,NaN,abj,2.5
Percina_caprodes,138.785498311971,0.68423,0.01917,79.2863,5219.0185,5.983e-07,1.133,10.43,NaN,3962,0.002,0.95,0.8,0.1,Percidae,Perciformes,Actinopterygii,Chordata,Cfa Df,THn,0iFr 0iFc,Fg,,biCi,D,O,NaN,NaN,NaN,NaN,NaN,2846.29476710304,NaN,NaN,NaN,NaN,NaN,0.0012,NaN,NaN,2.5,38.9,NaN,NaN,NaN,7.2,17.2,4.33546101500923,NaN,NaN,NaN,1,1,1,1,0,1,1,1,0.2,286.15,1,NaN,abj,2.6
Percina_macrolepida,51.0218275657133,0.95909,0.02338,73.515,5224.1276,4.094e-07,0.203,4.651,NaN,267.5,0.002,0.95,0.8,0.1,Percidae,Perciformes,Actinopterygii,Chordata,Cfa Df,THn,0iFr 0iFc,Fg,,biCi,D,O,NaN,NaN,NaN,NaN,NaN,2490.50792121516,NaN,NaN,NaN,NaN,NaN,0.0012,NaN,NaN,1.1,9,NaN,NaN,NaN,4.52,10.8,0.512947575519731,NaN,NaN,NaN,1,1,1,1,0,1,1,1,0.2,286.15,1,NaN,abj,2.5
Percina_maculata,56.0928154114667,0.64744,0.020669,25.2147,5220.4172,3.647e-07,2.142,4.425,NaN,1459,0.002,0.95,0.8,0.1,Percidae,Perciformes,Actinopterygii,Chordata,Cfa Dfa Dfb,THn,0iFr 0iFc,Fg,,biCi,D,O,NaN,NaN,NaN,NaN,NaN,3557.8684588788,NaN,NaN,NaN,NaN,NaN,0.0012,NaN,NaN,NaN,9.5,NaN,NaN,NaN,4.5,11,2.50852444466498,NaN,NaN,NaN,1,1,1,1,0,1,1,1,0.2,286.15,1,NaN,abj,2.6
Percina_nigrofasciata,40.3644687189014,0.90438,0.019802,19.9186,5228.6721,1.141e-07,0.5442,0.596,NaN,289.8,0.002,0.95,0.8,0.1,Percidae,Perciformes,Actinopterygii,Chordata,Cfa,THn,0iFr 0iFc,Fg,,biCi,D,O,NaN,NaN,NaN,NaN,NaN,2201.28659610713,NaN,NaN,NaN,NaN,NaN,0.0014,NaN,NaN,NaN,9.5,NaN,NaN,NaN,4,11,NaN,NaN,NaN,NaN,1,1,1,1,0,1,1,1,0.2,286.15,1,NaN,abj,2.4
Percina_notogramma,94.1667647850326,0.90223,0.023254,95.3836,5222.1508,4.51e-07,0.3915,1.249,NaN,256.4,0.002,0.95,0.8,0.1,Percidae,Perciformes,Actinopterygii,Chordata,Cfa,THn,0iFr,Ft,,biCi,D,O,NaN,NaN,NaN,NaN,NaN,2989.04657763035,NaN,NaN,NaN,NaN,NaN,0.0012,NaN,NaN,0.46,4.1,NaN,NaN,NaN,4.2,8.4,0.736020648344701,NaN,NaN,NaN,1,1,1,1,0,1,1,1,0.2,285.65,1,NaN,abj,2.2
Percina_peltata,120.870022815654,0.92831,0.023199,127.264,5221.7964,4.492e-07,0.2478,0.9062,NaN,285.6,0.002,0.95,0.8,0.1,Percidae,Perciformes,Actinopterygii,Chordata,Cfa,THn,0iFr,Ft,,biCi,D,O,NaN,NaN,NaN,NaN,NaN,2989.04657763035,NaN,NaN,NaN,NaN,NaN,0.0012,NaN,NaN,0.71,5.09,NaN,NaN,NaN,4.8,9,0.802931616376037,NaN,NaN,NaN,1,1,1,1,0,1,1,1,0.2,285.65,1,NaN,abj,2.2
Percina_phoxocephala,50.0565600339225,0.67212,0.02151,23.6913,5220.3898,6.546e-07,2.058,2.988,NaN,916.4,0.002,0.95,0.8,0.1,Percidae,Perciformes,Actinopterygii,Chordata,Dfa,THn,0iFr 0iFc,Fg,,biCi,D,O,NaN,NaN,NaN,NaN,NaN,2846.29476710304,NaN,NaN,NaN,NaN,NaN,0.0012,NaN,NaN,NaN,6.2,NaN,NaN,NaN,4,9.6,1.40533582334173,NaN,NaN,NaN,1,1,1,1,0,1,1,1,0.2,286.15,1,NaN,abj,2.6
Percina_sciera,483.257677525141,0.83431,0.020637,494.8412,5214.928,2.796e-07,0.386,2.035,NaN,268.6,0.002,0.95,0.8,0.1,Percidae,Perciformes,Actinopterygii,Chordata,Cfa Dfa,THn,0iFr 0iFc,Fg,,biCi,D,O,NaN,NaN,NaN,NaN,NaN,3202.08161299092,NaN,NaN,NaN,NaN,NaN,0.0018,NaN,NaN,0.6,16.1,NaN,NaN,NaN,4.55,13,2.81067164668346,NaN,NaN,NaN,1,1,1,1,0,1,1,1,0.2,286.15,1,NaN,abj,2.5
Percina_shumardi,207.383036427848,0.75036,0.021366,162.6838,5197.9761,6.763e-07,0.5425,1.484,NaN,839.1,0.002,0.95,0.8,0.1,Percidae,Perciformes,Actinopterygii,Chordata,Cfa Dfa,THn,0iFr 0iFc,Fg,,biCi,D,O,NaN,NaN,NaN,NaN,NaN,2490.50792121516,NaN,NaN,NaN,NaN,NaN,0.0009,NaN,NaN,0.7,7,NaN,NaN,NaN,4.8,10,1231.07418124735,NaN,NaN,NaN,1,1,1,1,0,1,1,1,0.2,286.15,1,NaN,abj,2.5
Percina_tanasi,983.145288375495,0.793888557301177,0.0271239939793934,689.5128,5227.94881357082,4.91361519161591e-07,3.08568775546484,3.0856877622173,NaN,3420.6331732168,0.002,0.95,0.8,0.1,Percidae,Perciformes,Actinopterygii,Chordata,Cfa,THn,0iFr,Fg,,biCi,D,O,50.8410890487354,NaN,NaN,NaN,NaN,2989.04657763035,NaN,NaN,NaN,NaN,523.083151085312,0.0141,NaN,NaN,NaN,NaN,0.75,NaN,NaN,4.8,9,0.802931616376037,NaN,NaN,NaN,1,1,1,0,0,1,1,1,0.2,285.65,1,NaN,abj,2.5
Percophis_brasiliensis,2194.37359919931,0.882971575993571,0.023885,663.3457,5224.0015183946,2.41863631456326e-08,0.0192311946749168,0.0671287925361442,NaN,130496.559245804,0.002,0.95,0.8,0.1,Percophidae,Perciformes,Actinopterygii,Chordata,MC,MASW,bjMp jiMd,Ms,,biCi,D,O,23.9322598205947,NaN,NaN,NaN,NaN,17470.5496690341,NaN,NaN,NaN,NaN,NaN,0.000524,NaN,NaN,311,1820,NaN,NaN,NaN,38.71,68.5,NaN,NaN,NaN,NaN,1,1,0,0,0,1,1,1,0.2,283.55,1,NaN,abj,2.5
Percopsis_omiscomaycus,72.122783685624,0.71863,0.041083,13.0003,5239.1307,4.412e-06,5.175,NaN,NaN,2747,0.002,0.95,0.8,0.1,Percopsidae,Percopsiformes,Actinopterygii,Chordata,Dfc,THn,0iFl 0iFr 0iFc,Fs Fg,,biCi,D,O,10.530533758535,5.65689830003944,NaN,NaN,1172.13114608333,1172.13114608333,NaN,NaN,NaN,NaN,NaN,0.0034,NaN,NaN,1.7635968,89.6,0.8,NaN,NaN,5.4,20,NaN,NaN,NaN,NaN,1,1,1,1,0,1,0,1,0.2,288.15,1,NaN,std,2.6
Percopsis_transmontana,201.552027162099,0.44621,0.025915,47.9958,5218.5293,8.531e-08,6.163,NaN,NaN,2777,0.002,0.95,0.8,0.1,Percopsidae,Percopsiformes,Actinopterygii,Chordata,BWk Dsb,THn,0iFl 0iFp 0iFm,Fs,,bjCi,D,O,NaN,NaN,NaN,NaN,NaN,3123.80650134988,NaN,NaN,NaN,NaN,416.507533513317,0.0026,NaN,NaN,NaN,17,NaN,NaN,NaN,4,10.3,10.3335465836475,NaN,NaN,NaN,1,1,1,1,0,1,0,1,0.2,288.15,1,NaN,std,2.5
Perdix_perdix,7241.24064868218,0.96560638991193,0.02012825666917,3520.79102305854,7324.13847736615,8.96427752315e-11,138.860050829223,NaN,236.231132877788,3323.11498427426,0.144179325253791,0.95,0.8,0.2,Phasianidae,Galliformes,Aves,Chordata,B C D,TH,0iTf,Tnsf,,bxCi biHs,Dg,O,5.92210326705839,NaN,NaN,NaN,NaN,250.552588748099,NaN,NaN,NaN,0.396026220360536,6.46842826588875,9.25,NaN,NaN,NaN,386,NaN,NaN,NaN,NaN,NaN,0.332066016223236,NaN,NaN,NaN,1,1,1,1,1,1,0,1,0.28,313.85,1,0,std,2.5
